gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
VSV-M	7.474385997449863e-204	9.361926267703412	1	0.004	1.4672967151593826e-199	C2_CM_TNNT2
VSV-NS	9.667582144464983e-204	9.946961042392106	1	0.009	1.897843050779921e-199	C2_CM_TNNT2
VSV-N	1.4152920027397773e-203	10.617819157493086	1	0.015	2.778359730578457e-199	C2_CM_TNNT2
VSV-L	1.0079485384795751e-119	5.613197054027456	0.72	0	1.9787037758892538e-115	C2_CM_TNNT2
ACAT2	2.8568983437349786e-93	-1.0598610569980296	0.204	0.757	5.608377138586136e-89	C2_CM_TNNT2
SLC25A3	4.67878109678451e-93	-1.038605834837706	0.791	0.987	9.184915171097673e-89	C2_CM_TNNT2
FDPS	1.1020589910660816e-86	-1.0423525538973784	0.406	0.896	2.1634520053618248e-82	C2_CM_TNNT2
TUBA1A	3.040076532966393e-85	-1.3058939328020138	0.495	0.936	5.967974241866326e-81	C2_CM_TNNT2
EIF1B	1.6374264348439344e-83	-1.1566200741467072	0.6	0.962	3.214431834242128e-79	C2_CM_TNNT2
MAP1B	3.696722014051408e-82	-1.165250696060398	0.532	0.934	7.257034985784319e-78	C2_CM_TNNT2
EID1	6.0021954701406446e-80	-0.9784233095055992	0.546	0.949	1.1782909927433098e-75	C2_CM_TNNT2
NDUFB3	9.90493506473166e-80	-0.9308475613448781	0.471	0.936	1.9444378025574722e-75	C2_CM_TNNT2
ANKRD1	3.578972196137441e-78	-1.5518351885043011	0.487	0.907	7.02588031823741e-74	C2_CM_TNNT2
IDI1	4.3486542598531307e-75	-0.9296192539674616	0.198	0.691	8.536843177517681e-71	C2_CM_TNNT2
MDH1	2.9416327020707027e-74	-1.0878727755646498	0.694	0.943	5.7747191574349964e-70	C2_CM_TNNT2
BZW2	5.1051100932973844e-74	-0.9444350061764356	0.406	0.865	1.0021841624152095e-69	C2_CM_TNNT2
FDFT1	5.333397695577212e-73	-0.8111387271311221	0.26	0.773	1.0469993016187624e-68	C2_CM_TNNT2
NDUFA8	6.386158382495742e-73	-0.9286678053271367	0.426	0.923	1.253666752067739e-68	C2_CM_TNNT2
RPL38	4.246816088564552e-72	-0.8435313709530736	0.814	0.982	8.336924663461072e-68	C2_CM_TNNT2
VDAC2	3.157198780862807e-71	-0.8656052452914031	0.65	0.965	6.197896926711776e-67	C2_CM_TNNT2
CNN3	7.090772725582679e-71	-0.7550914701797565	0.257	0.768	1.3919895937591357e-66	C2_CM_TNNT2
RPS26	8.656503536688524e-71	-0.8764469818706768	0.75	0.985	1.699358209287324e-66	C2_CM_TNNT2
HSPE1	1.9232377445893752e-70	-0.9621086348164691	0.647	0.971	3.7755080164034026e-66	C2_CM_TNNT2
SLC25A4	3.19692966708926e-70	-1.0741576143606077	0.619	0.958	6.275892629462926e-66	C2_CM_TNNT2
NES	4.665622449999221e-70	-1.1001394648826275	0.466	0.894	9.159083431593471e-66	C2_CM_TNNT2
DSTN	4.991725221178995e-70	-0.9068398792082921	0.782	0.962	9.799255781696485e-66	C2_CM_TNNT2
ATP5MC3	7.027939087972456e-70	-1.0285619303988627	0.726	0.976	1.3796547223598729e-65	C2_CM_TNNT2
TUBB	8.797043154256492e-70	-1.144379262029969	0.646	0.969	1.726947541612092e-65	C2_CM_TNNT2
RPL36AL	6.432406851270258e-69	-0.8863655821791032	0.619	0.971	1.2627457889728643e-64	C2_CM_TNNT2
HSPD1	1.0417679739730294e-68	-0.9502824810467614	0.707	0.967	2.045094709706454e-64	C2_CM_TNNT2
SERBP1	2.3989447216230635e-68	-0.8736680693261187	0.655	0.962	4.709368383018236e-64	C2_CM_TNNT2
CALM2	5.237137509865101e-68	-0.9798525019537323	0.578	0.958	1.0281024645616181e-63	C2_CM_TNNT2
ATP5MG	8.519988463193421e-68	-0.8052067493198347	0.789	0.991	1.6725589352095004e-63	C2_CM_TNNT2
MRPS6	1.918219638954691e-67	-0.7261860639154228	0.406	0.923	3.765656973231954e-63	C2_CM_TNNT2
MSMO1	3.273502337694859e-67	-0.7516143872116947	0.181	0.649	6.426212439128778e-63	C2_CM_TNNT2
ANXA3	5.284027295241527e-67	-0.8253059696878255	0.385	0.843	1.037307398328864e-62	C2_CM_TNNT2
ATP5PF	5.291390002224366e-67	-0.8990925647834915	0.779	0.982	1.0387527713366653e-62	C2_CM_TNNT2
NPPB	1.2228469130814282e-66	-1.8974896170878477	0.613	0.956	2.4005707750701516e-62	C2_CM_TNNT2
PSMB1	1.4909109688008852e-66	-0.8616124209458424	0.521	0.947	2.926807322853018e-62	C2_CM_TNNT2
MYL12A	2.5833471436938233e-66	-0.9759364536864079	0.642	0.974	5.071368777785345e-62	C2_CM_TNNT2
RPL23	3.1523094921951785e-66	-0.8769219479937056	0.789	0.991	6.188298764128355e-62	C2_CM_TNNT2
NCL	3.2597935046743176e-66	-0.8980498859723569	0.552	0.94	6.399300629026153e-62	C2_CM_TNNT2
SEC61G	3.5704331328747516e-66	-0.7032328406877815	0.541	0.956	7.009117283146425e-62	C2_CM_TNNT2
ACTC1	3.6465457695018955e-66	-1.3242866439785157	0.785	0.98	7.158534000109171e-62	C2_CM_TNNT2
UGP2	5.177833764759428e-66	-0.9847478683132829	0.598	0.945	1.0164605463599233e-61	C2_CM_TNNT2
MGST3	5.247881954757481e-66	-0.884782218900948	0.789	0.967	1.0302117065384411e-61	C2_CM_TNNT2
RPL24	8.356608022897856e-66	-0.7270377384598365	0.898	0.991	1.640485720975078e-61	C2_CM_TNNT2
NDUFAB1	1.1500172501609552e-65	-0.8576511315937985	0.594	0.947	2.2575988637909713e-61	C2_CM_TNNT2
SMPX	8.280189725469546e-65	-1.0335143379751495	0.617	0.923	1.6254840450069266e-60	C2_CM_TNNT2
RPL27	2.515633731932527e-64	-0.7402903053272865	0.905	0.985	4.938440579156744e-60	C2_CM_TNNT2
CCT6A	3.471354050213679e-64	-0.8220309159049188	0.462	0.903	6.814615135974473e-60	C2_CM_TNNT2
PSMB5	3.916754027981466e-64	-0.8243662187076863	0.553	0.947	7.688979832330416e-60	C2_CM_TNNT2
TGFB1I1	4.5197834067722276e-64	-0.8118847489199794	0.333	0.823	8.87278680583456e-60	C2_CM_TNNT2
MRPL51	4.6035313304407694e-64	-0.795726393310699	0.528	0.951	9.037192354788275e-60	C2_CM_TNNT2
MLLT11	1.0408225406974906e-63	-0.9547700861391313	0.508	0.901	2.043238729643244e-59	C2_CM_TNNT2
HSPB3	1.3486457409963224e-63	-1.0403662394913264	0.388	0.85	2.647526454149881e-59	C2_CM_TNNT2
NDUFC1	1.894995060497998e-63	-0.8193184571559411	0.546	0.927	3.72006480326362e-59	C2_CM_TNNT2
RPS7	3.779863062153772e-63	-0.7711993224533926	0.881	0.993	7.420249177314069e-59	C2_CM_TNNT2
MRPL3	4.018893332847074e-63	-0.6863291655839105	0.308	0.795	7.889489501712091e-59	C2_CM_TNNT2
TUBB4B	5.774436635339594e-63	-0.9777315280878289	0.453	0.916	1.1335796558835157e-58	C2_CM_TNNT2
ATP5MF	6.250588255361873e-63	-0.8184212106291939	0.733	0.976	1.2270529804100892e-58	C2_CM_TNNT2
MARCKSL1	9.12579337618927e-63	-0.8281851298182958	0.434	0.905	1.7914844976797156e-58	C2_CM_TNNT2
COX6A1	9.777024639995963e-63	-0.8383008764760738	0.742	0.978	1.9193277070776075e-58	C2_CM_TNNT2
PRKAG2	1.0988256026134036e-62	-0.7957496955642449	0.326	0.797	2.1571045404903728e-58	C2_CM_TNNT2
CSRP3	3.4171759270010653e-62	-1.3483464826025862	0.63	0.932	6.708258062295791e-58	C2_CM_TNNT2
GNAS	3.486615545204806e-62	-0.6521067121687052	0.928	0.991	6.844574976791554e-58	C2_CM_TNNT2
MRPL34	3.5278934178809707e-62	-0.7739321291015533	0.405	0.881	6.925607568642134e-58	C2_CM_TNNT2
PDHB	3.6000014701237776e-62	-0.7351472881823508	0.417	0.854	7.067162885999988e-58	C2_CM_TNNT2
PPIA	3.794839596611095e-62	-0.7684729127663283	0.833	0.987	7.44964961210724e-58	C2_CM_TNNT2
HMGCS1	8.456634253072413e-62	-0.7203072209931217	0.225	0.689	1.6601218702206453e-57	C2_CM_TNNT2
MRPL33	1.0245572148742984e-61	-0.7497122029804987	0.421	0.874	2.0113082685197351e-57	C2_CM_TNNT2
GSTP1	1.9585303495966274e-61	-0.9091591880504173	0.81	0.985	3.8447909292931394e-57	C2_CM_TNNT2
CDK2AP2	1.9903997906856705e-61	-0.9813133614970774	0.252	0.726	3.90735382909504e-57	C2_CM_TNNT2
ATP5F1C	3.569104781935355e-61	-0.798691034220822	0.611	0.945	7.006509597417294e-57	C2_CM_TNNT2
HINT1	5.4310675979941374e-61	-0.7933008712922209	0.866	0.982	1.0661728801622292e-56	C2_CM_TNNT2
SMS	6.218598933550407e-61	-0.7778743681476812	0.497	0.903	1.2207731566452804e-56	C2_CM_TNNT2
COX8A	1.6575272874602982e-60	-0.7991847894372373	0.793	0.971	3.2538918180133114e-56	C2_CM_TNNT2
TUBB6	2.2226814527439603e-60	-0.8326670230592372	0.434	0.868	4.363345959881668e-56	C2_CM_TNNT2
RTRAF	2.4399583932024166e-60	-0.7250592458384773	0.615	0.954	4.7898823216956645e-56	C2_CM_TNNT2
NOL7	2.487237036653585e-60	-0.6370946556289955	0.376	0.863	4.882695026654652e-56	C2_CM_TNNT2
HSP90AB1	3.618808285569412e-60	-0.8585308970177103	0.806	0.978	7.104082545401313e-56	C2_CM_TNNT2
SKP1	4.167913685669732e-60	-0.7454481256693763	0.795	0.971	8.18203135633825e-56	C2_CM_TNNT2
MORF4L1	5.378635010430873e-60	-0.7796803484779253	0.571	0.936	1.0558798388976848e-55	C2_CM_TNNT2
UQCR10	7.920563366369651e-60	-0.857401439383314	0.718	0.98	1.5548857944520262e-55	C2_CM_TNNT2
PRKAR1A	9.905929258673749e-60	-0.7683719726403457	0.481	0.898	1.9446329727702436e-55	C2_CM_TNNT2
MYL6	1.0128150272412028e-59	-0.8633185313228573	0.896	0.993	1.9882571799772053e-55	C2_CM_TNNT2
COX6C	1.0448281053782135e-59	-0.7865283772456593	0.84	0.978	2.051102053667971e-55	C2_CM_TNNT2
NEXN	1.461618692850119e-59	-0.8734690600195869	0.501	0.885	2.8693036559340687e-55	C2_CM_TNNT2
SSBP1	1.6283233494727685e-59	-0.7211258836668923	0.509	0.938	3.196561567349992e-55	C2_CM_TNNT2
NKX2-5	2.003210615325524e-59	-0.9000318394813314	0.493	0.907	3.932502758945536e-55	C2_CM_TNNT2
SCAND1	3.3966698900847394e-59	-0.6791344904771544	0.372	0.876	6.668002661225352e-55	C2_CM_TNNT2
NDUFB6	3.466802563136334e-59	-0.7569801286286828	0.508	0.892	6.805680111692936e-55	C2_CM_TNNT2
RPS23	3.660853425686355e-59	-0.6789146270522561	0.944	0.993	7.186621359964884e-55	C2_CM_TNNT2
SQLE	3.9364722501262057e-59	-0.7686288969880124	0.253	0.693	7.727688674222754e-55	C2_CM_TNNT2
NDUFA12	6.156958665539582e-59	-0.770744525036454	0.576	0.936	1.2086725556320753e-54	C2_CM_TNNT2
TNFRSF12A	6.375878435106604e-59	-1.025383308803315	0.406	0.848	1.2516486955957774e-54	C2_CM_TNNT2
H3F3A	9.446562519268112e-59	-0.7854454714892047	0.856	0.985	1.854454688157523e-54	C2_CM_TNNT2
