gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
ISG15	0	1.6113118220279778	0.913	0.517	0	C5_CD4_memory_IL7R
RSAD2	0	1.9816321048954892	0.706	0.198	0	C5_CD4_memory_IL7R
TNFSF10	0	2.0540862417091876	0.706	0.243	0	C5_CD4_memory_IL7R
RPS10	0	-2.4542588686000544	0.212	0.573	0	C5_CD4_memory_IL7R
IFITM1	0	1.2204896037809272	0.959	0.488	0	C5_CD4_memory_IL7R
IFITM3	0	2.063525009602153	0.845	0.333	0	C5_CD4_memory_IL7R
IFIT2	0	1.8526103316943052	0.649	0.181	0	C5_CD4_memory_IL7R
MT-ATP8	1.0243630625547378e-306	1.5255770222865976	0.853	0.428	2.4320427831174585e-302	C5_CD4_memory_IL7R
TAOK1	7.447115560195682e-302	1.1865969249172617	0.945	0.457	1.768094176301659e-297	C5_CD4_memory_IL7R
MX1	3.0807924958127972e-294	1.3382544966271963	0.814	0.389	7.314417543558743e-290	C5_CD4_memory_IL7R
IFIT1	1.8980419043522396e-288	1.4267370653639304	0.708	0.235	4.506331089313087e-284	C5_CD4_memory_IL7R
RPL26	1.062535228236301e-285	-1.0913046855370134	0.875	0.898	2.522671138878626e-281	C5_CD4_memory_IL7R
IFIT3	6.309108558783339e-275	1.435690621484369	0.73	0.285	1.4979085540263402e-270	C5_CD4_memory_IL7R
HERC5	1.3355417886314946e-273	1.4182947461428235	0.664	0.233	3.1708433145688944e-269	C5_CD4_memory_IL7R
MT-ATP6	2.8980895446665183e-269	-1.5813471697652037	0.847	0.911	6.880644196947247e-265	C5_CD4_memory_IL7R
GBP1	1.1897400166665655e-256	1.3885832321976235	0.649	0.235	2.8246807475697597e-252	C5_CD4_memory_IL7R
IFITM2	3.5935052191479856e-253	1.0573018160009768	0.876	0.465	8.531700091301147e-249	C5_CD4_memory_IL7R
OASL	1.2594842255197214e-250	1.30777062002072	0.646	0.228	2.9902674482289226e-246	C5_CD4_memory_IL7R
MT2A	1.1524953406328428e-245	1.2470153087485691	0.832	0.473	2.7362544377304955e-241	C5_CD4_memory_IL7R
ISG20	6.935311538227573e-225	0.969211072178553	0.858	0.444	1.6465816654059903e-220	C5_CD4_memory_IL7R
SAT1	1.6053173975197586e-222	1.501687173457607	0.851	0.568	3.811344565191411e-218	C5_CD4_memory_IL7R
STAT1	3.906040638974378e-221	1.2003438484864881	0.718	0.352	9.273721685052968e-217	C5_CD4_memory_IL7R
RPL36A	3.155878766771407e-219	-1.4284250913086347	0.698	0.781	7.492687368068675e-215	C5_CD4_memory_IL7R
OAS1	3.8003206729951616e-218	1.1709933966392412	0.646	0.253	9.022721341825112e-214	C5_CD4_memory_IL7R
MT-ND2	9.550483177818177e-216	-0.9845189698256975	0.855	0.922	2.2674757160775914e-211	C5_CD4_memory_IL7R
PTPRCAP	6.262097420685907e-212	1.0844506470623954	0.671	0.26	1.4867471696192479e-207	C5_CD4_memory_IL7R
CXCL10	2.2229675323895357e-210	2.4447874552359528	0.371	0.039	5.277769515399236e-206	C5_CD4_memory_IL7R
FABP4	3.971515575809328e-210	-2.451683435002673	0.045	0.287	9.429172280086508e-206	C5_CD4_memory_IL7R
UBE2L6	2.8204778198733188e-207	1.0373096808342357	0.709	0.33	6.696378439943233e-203	C5_CD4_memory_IL7R
RARRES3	3.958193161039665e-204	1.0485326812796247	0.706	0.315	9.397542202940373e-200	C5_CD4_memory_IL7R
MX2	6.573779207970175e-190	1.0374904451683027	0.631	0.248	1.5607466595562788e-185	C5_CD4_memory_IL7R
DDX58	7.299768784375094e-189	1.0967916795982553	0.502	0.142	1.733111104786335e-184	C5_CD4_memory_IL7R
PSMB9	6.120744940141879e-187	0.8715054553198303	0.8	0.486	1.4531872636884848e-182	C5_CD4_memory_IL7R
LY6E	3.269546712349329e-186	0.7717156468646613	0.881	0.596	7.762557804459776e-182	C5_CD4_memory_IL7R
