gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
G0S2	0	-1.4448135185935387	0.714	0.922	0	C4_Granulocytes_CD177
CXCL8	0	-2.1506427010081524	0.514	0.799	0	C4_Granulocytes_CD177
SAT1	0	-0.8794811707787851	0.966	0.979	0	C4_Granulocytes_CD177
FTH1	0	-0.6347788777771841	0.985	0.995	0	C4_Granulocytes_CD177
VIM	0	1.2967259757281022	0.727	0.403	0	C4_Granulocytes_CD177
SOD2	2.80294214172773e-268	-0.6730232246211774	0.943	0.969	5.774060811959124e-264	C4_Granulocytes_CD177
RGS2	5.209745806487867e-230	-0.986979840263146	0.698	0.819	1.0732076361365006e-225	C4_Granulocytes_CD177
IL1R2	2.0878842214816464e-228	1.4236308209200605	0.688	0.419	4.3010414962521917e-224	C4_Granulocytes_CD177
CFD	3.8391301249276515e-228	-1.2090874260823825	0.155	0.378	7.908608057350962e-224	C4_Granulocytes_CD177
S100A12	1.8391304629143386e-226	1.376293249496464	0.748	0.517	3.7886087536035377e-222	C4_Granulocytes_CD177
SRGN	1.6914327221877736e-223	-0.47684119091989174	0.974	0.991	3.484351407706813e-219	C4_Granulocytes_CD177
B2M	1.499453121791805e-220	-0.3820322826769109	0.994	0.997	3.0888734308911185e-216	C4_Granulocytes_CD177
CST7	4.581258199021778e-215	1.2849349430374284	0.51	0.22	9.437391889984862e-211	C4_Granulocytes_CD177
S100A8	5.623660189521602e-199	0.8630784362630077	0.982	0.988	1.15847399904145e-194	C4_Granulocytes_CD177
TSPO	1.1128831226131125e-177	0.9529469189828599	0.588	0.322	2.2925392325830118e-173	C4_Granulocytes_CD177
FKBP5	2.118987706622097e-176	1.2925582249500887	0.344	0.098	4.36511467564152e-172	C4_Granulocytes_CD177
LITAF	2.1346718973875425e-173	-0.5602478345437669	0.919	0.95	4.3974241086183375e-169	C4_Granulocytes_CD177
IFI6	1.1876001347935503e-171	-1.1309089832718051	0.077	0.23	2.4464562776747136e-167	C4_Granulocytes_CD177
CXCR4	9.169360962122905e-168	-1.0893067518549082	0.44	0.624	1.8888883581973184e-163	C4_Granulocytes_CD177
FTL	5.754552249404186e-164	-0.4240825056862123	0.956	0.988	1.1854377633772623e-159	C4_Granulocytes_CD177
FCER1G	4.2353340163887486e-163	0.8467770391574216	0.734	0.509	8.724788073760822e-159	C4_Granulocytes_CD177
HMGB2	2.540408356118796e-162	1.1945786755802053	0.374	0.13	5.23324121360472e-158	C4_Granulocytes_CD177
FAM65B	1.3754973677920349e-157	0.6616503766933723	0.828	0.589	2.833524577651592e-153	C4_Granulocytes_CD177
PYGL	5.142769733304297e-153	0.8557860687277894	0.545	0.285	1.0594105650606851e-148	C4_Granulocytes_CD177
PLAUR	8.777304975174978e-153	-0.9235594257651711	0.449	0.616	1.8081248248860455e-148	C4_Granulocytes_CD177
CAP1	1.9853435580448615e-148	0.6406793540914397	0.746	0.505	4.0898077295724146e-144	C4_Granulocytes_CD177
NAMPT	2.5375706346141098e-148	-0.3008002484492769	0.995	0.995	5.227395507305066e-144	C4_Granulocytes_CD177
PDE4B	8.676628088899343e-148	-1.0115026191086942	0.291	0.47	1.7873853863132647e-143	C4_Granulocytes_CD177
ALPL	1.1152077691253106e-146	0.8729902310259594	0.541	0.29	2.2973280043981397e-142	C4_Granulocytes_CD177
MMP9	6.022081799616477e-141	1.3430796143415988	0.405	0.184	1.240548850720994e-136	C4_Granulocytes_CD177
PGD	3.0942484408823466e-136	0.9249456016255129	0.42	0.187	6.374151788217634e-132	C4_Granulocytes_CD177
S100A9	3.85168952462429e-136	0.47686590879839486	0.987	0.991	7.934480420726038e-132	C4_Granulocytes_CD177
RSAD2	2.0041563216143672e-135	-0.798870574358537	0.03	0.124	4.128562022525596e-131	C4_Granulocytes_CD177
NFKBIA	6.307305078412693e-135	-0.7294801104364428	0.668	0.781	1.2993048461530147e-130	C4_Granulocytes_CD177
IRAK3	4.3921851510235075e-129	0.940680502315961	0.356	0.134	9.047901411108426e-125	C4_Granulocytes_CD177
PTGS2	2.2675798736619058e-128	-1.0823792276877713	0.452	0.594	4.671214539743526e-124	C4_Granulocytes_CD177
ANXA1	6.044890125500765e-123	1.3390077821615036	0.217	0.043	1.2452473658531576e-118	C4_Granulocytes_CD177
