gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
IFI6	2.8618088372185625e-9	0.8822269463887544	0.131	0.047	7.298184896674778e-5	C14_MAST_KIT
TMEM176B	6.347327378396349e-7	0.40684419155727625	0.594	0.484	0.016186954280386367	C14_MAST_KIT
ISG15	1.896592436363512e-6	1.0824134781090455	0.197	0.119	0.04836690031214229	C14_MAST_KIT
IER2	3.619982575453634e-6	-0.5521254179746087	0.381	0.484	0.09231679563921857	C14_MAST_KIT
B2M	8.069343959124288e-6	0.2678691765932868	0.984	0.992	0.2057844096455876	C14_MAST_KIT
MMP3	2.1478630792506126e-5	-0.5056421603007917	0.253	0.347	0.5477480424704912	C14_MAST_KIT
MAZ	3.9305213804931723e-5	-0.3359015090838915	0.19	0.275	1	C14_MAST_KIT
CACYBP	6.407522249344307e-5	-0.29427566408553707	0.296	0.379	1	C14_MAST_KIT
MRTO4	9.727085853078006e-5	-0.26114511386100314	0.182	0.255	1	C14_MAST_KIT
DCN	1.2586893803105348e-4	-0.4090351590653225	0.187	0.263	1	C14_MAST_KIT
ID1	1.387506775769601e-4	-0.41327144440956753	0.192	0.267	1	C14_MAST_KIT
TUBB4B	1.7638532344863632e-4	-0.33305828569553375	0.278	0.358	1	C14_MAST_KIT
BST2	1.9081155478633304e-4	0.47748802608154106	0.382	0.303	1	C14_MAST_KIT
POLR2K	1.945289008684699e-4	-0.25255236234001366	0.313	0.396	1	C14_MAST_KIT
SERPINB2	2.289371594306789e-4	-0.4025596940535259	0.218	0.293	1	C14_MAST_KIT
TRA2B	2.623948091240991e-4	-0.41211040757678796	0.241	0.316	1	C14_MAST_KIT
PAFAH1B1	2.7786114215032104e-4	-0.2760460675062034	0.187	0.259	1	C14_MAST_KIT
ELN	2.7845723134675525e-4	-0.3548230036206905	0.144	0.209	1	C14_MAST_KIT
CCT5	2.907631248191504e-4	-0.28275223559659834	0.304	0.388	1	C14_MAST_KIT
ID3	3.0190946747637375e-4	-0.519682298461773	0.309	0.38	1	C14_MAST_KIT
