gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
LSAMP	9.526614647955258e-232	-3.688566432924561	0.092	0.666	2.8052069492369054e-227	C8_Macrophages_FCGR3A
INHBA	7.308316779665293e-184	-2.153535249601168	0.105	0.654	2.1520069589402423e-179	C8_Macrophages_FCGR3A
OVCH1-AS1	1.1105693504721545e-174	-1.68619791756201	0.017	0.332	3.270182509400306e-170	C8_Macrophages_FCGR3A
LINC00970	2.0403752310005642e-162	-1.1949636301677677	0.005	0.238	6.008088905204261e-158	C8_Macrophages_FCGR3A
AC092691.1	3.315946774889498e-154	-2.5819968888810525	0.073	0.502	9.764136873339616e-150	C8_Macrophages_FCGR3A
AC116534.1	2.087476177772347e-153	-1.4559406770868388	0.027	0.351	6.146782353068453e-149	C8_Macrophages_FCGR3A
AL136114.1	5.0739616419685784e-148	-1.062016348215651	0.001	0.185	1.4940787450940676e-143	C8_Macrophages_FCGR3A
INHBA-AS1	1.8666759903153072e-143	-1.2482894564630045	0.015	0.281	5.4966141210824536e-139	C8_Macrophages_FCGR3A
AC096564.1	7.625365999633624e-141	-1.8728475344672224	0.075	0.483	2.2453652722521167e-136	C8_Macrophages_FCGR3A
MMP2	5.288928539714294e-134	-1.2151180811258433	0.018	0.284	1.5573778978042712e-129	C8_Macrophages_FCGR3A
SVIL	6.665510770416074e-134	-2.2755964417529535	0.234	0.726	1.9627263014567172e-129	C8_Macrophages_FCGR3A
AXL	1.1972188412975282e-131	-1.5110046545840576	0.045	0.387	3.5253306000847017e-127	C8_Macrophages_FCGR3A
MME	3.2868424176421655e-130	-1.751952350828363	0.062	0.433	9.678436182989121e-126	C8_Macrophages_FCGR3A
OVCH1	7.262129171966597e-127	-1.299205562442673	0.016	0.262	2.1384065559772843e-122	C8_Macrophages_FCGR3A
KCNA2	2.2968006257863048e-125	-1.3864163189660297	0.021	0.284	6.763159122690353e-121	C8_Macrophages_FCGR3A
EPB41L4A	9.701931869480985e-124	-1.0708137668803284	0.029	0.32	2.856830858287371e-119	C8_Macrophages_FCGR3A
KLHL29	9.932233556951299e-121	-1.9970751051545215	0.102	0.514	2.9246454931798796e-116	C8_Macrophages_FCGR3A
WDR49	1.5510638397420283e-120	-1.883915742959718	0.052	0.387	4.5672625825043767e-116	C8_Macrophages_FCGR3A
ZBTB7C	1.2420325239368204e-119	-1.7772447885742273	0.043	0.358	3.6572889699843616e-115	C8_Macrophages_FCGR3A
