gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
ABCC4	0	-0.6702710680188143	0.003	0.112	0	C1_Sec_Secretory diff_IFITM3
ABO	0	-0.9233847138413268	0.005	0.168	0	C1_Sec_Secretory diff_IFITM3
AC243919.1	0	-1.9601426047932775	0.105	0.572	0	C1_Sec_Secretory diff_IFITM3
ADH1C	0	-3.492729392596709	0.06	0.504	0	C1_Sec_Secretory diff_IFITM3
ADH7	0	-1.466164851825402	0.017	0.238	0	C1_Sec_Secretory diff_IFITM3
AHNAK	0	-2.4465779661178377	0.095	0.623	0	C1_Sec_Secretory diff_IFITM3
AKR1C1	0	-1.0466730045720432	0.011	0.186	0	C1_Sec_Secretory diff_IFITM3
AL161909.1	0	-1.2832045535794052	0.025	0.267	0	C1_Sec_Secretory diff_IFITM3
ALDH1A1	0	-3.082634806330407	0.072	0.57	0	C1_Sec_Secretory diff_IFITM3
ALDH3A1	0	-1.8910266759515246	0.023	0.322	0	C1_Sec_Secretory diff_IFITM3
ALOX15	0	-3.141855283235665	0.039	0.455	0	C1_Sec_Secretory diff_IFITM3
ANXA1	0	-2.4325850544970544	0.161	0.726	0	C1_Sec_Secretory diff_IFITM3
AQP3	0	-3.0750649009437634	0.106	0.57	0	C1_Sec_Secretory diff_IFITM3
ARHGEF12	0	-1.3432001306075194	0.024	0.279	0	C1_Sec_Secretory diff_IFITM3
ATP1B1	0	-2.130965265806566	0.076	0.466	0	C1_Sec_Secretory diff_IFITM3
BPIFB1	0	-2.967484609521343	0.024	0.356	0	C1_Sec_Secretory diff_IFITM3
CD200R1	0	-1.1594101363408615	0.006	0.176	0	C1_Sec_Secretory diff_IFITM3
CD24	0	-2.049066640191831	0.021	0.309	0	C1_Sec_Secretory diff_IFITM3
CD9	0	-2.663576374643152	0.06	0.542	0	C1_Sec_Secretory diff_IFITM3
CDH26	0	-1.3724917988920513	0.008	0.202	0	C1_Sec_Secretory diff_IFITM3
CLDN7	0	-1.7238342628073595	0.044	0.386	0	C1_Sec_Secretory diff_IFITM3
CLIC6	0	-1.193994714717256	0.018	0.255	0	C1_Sec_Secretory diff_IFITM3
CLU	0	-2.935294662488483	0.03	0.351	0	C1_Sec_Secretory diff_IFITM3
CMPK1	0	-1.5705902123341502	0.049	0.401	0	C1_Sec_Secretory diff_IFITM3
CMTM4	0	-0.7314999568446089	0.007	0.152	0	C1_Sec_Secretory diff_IFITM3
CNN3	0	-1.1901917771274315	0.021	0.248	0	C1_Sec_Secretory diff_IFITM3
COX6C	0	-2.3300746927308413	0.126	0.68	0	C1_Sec_Secretory diff_IFITM3
COX7C	0	-1.8123398826497406	0.103	0.562	0	C1_Sec_Secretory diff_IFITM3
CP	0	-1.389179326737953	0.02	0.245	0	C1_Sec_Secretory diff_IFITM3
CPA3	0	-4.189328347371754	0	0.127	0	C1_Sec_Secretory diff_IFITM3
CRYM	0	-1.5274189842321924	0.01	0.22	0	C1_Sec_Secretory diff_IFITM3
CST1	0	-2.8857947959612034	0	0.156	0	C1_Sec_Secretory diff_IFITM3
CXCL17	0	-2.4203275150201593	0.064	0.432	0	C1_Sec_Secretory diff_IFITM3
CYB5A	0	-1.5748797678289839	0.028	0.306	0	C1_Sec_Secretory diff_IFITM3
CYP2B7P	0	-1.6066029607584251	0.035	0.317	0	C1_Sec_Secretory diff_IFITM3
DDR1	0	-1.377654224583785	0.035	0.312	0	C1_Sec_Secretory diff_IFITM3
DSTN	0	-1.9560782854687884	0.057	0.44	0	C1_Sec_Secretory diff_IFITM3
EEF1A1	0	-2.006530813322607	0.128	0.61	0	C1_Sec_Secretory diff_IFITM3
EHF	0	-1.818705694412476	0.033	0.34	0	C1_Sec_Secretory diff_IFITM3
EID1	0	-1.7114088064213626	0.074	0.477	0	C1_Sec_Secretory diff_IFITM3
ELF3	0	-1.897902626136465	0.048	0.402	0	C1_Sec_Secretory diff_IFITM3
EPAS1	0	-2.1706902652560465	0.032	0.388	0	C1_Sec_Secretory diff_IFITM3
EPB41L1	0	-1.1937304395768937	0.022	0.252	0	C1_Sec_Secretory diff_IFITM3
ERBB3	0	-1.465727212284671	0.028	0.287	0	C1_Sec_Secretory diff_IFITM3
F3	0	-2.265168647648542	0.07	0.447	0	C1_Sec_Secretory diff_IFITM3
FMO2	0	-1.0154255074982326	0.005	0.133	0	C1_Sec_Secretory diff_IFITM3
FOXA1	0	-1.8402177285593413	0.028	0.351	0	C1_Sec_Secretory diff_IFITM3
FOXQ1	0	-0.9414027550746442	0.005	0.152	0	C1_Sec_Secretory diff_IFITM3
GABRP	0	-1.864690617601464	0.027	0.337	0	C1_Sec_Secretory diff_IFITM3
GATA2	0	-2.4533447594005358	0	0.125	0	C1_Sec_Secretory diff_IFITM3
GCSAML	0	-1.4868278913810458	0	0.108	0	C1_Sec_Secretory diff_IFITM3
GSTA1	0	-1.6497783825816175	0.021	0.251	0	C1_Sec_Secretory diff_IFITM3
HDC	0	-1.523289334702985	0.002	0.107	0	C1_Sec_Secretory diff_IFITM3
HES1	0	-1.7116881303028504	0.024	0.325	0	C1_Sec_Secretory diff_IFITM3
HLA-A	0	1.5304951242676363	0.996	0.947	0	C1_Sec_Secretory diff_IFITM3
HLA-C	0	1.934057340392445	0.994	0.92	0	C1_Sec_Secretory diff_IFITM3
HLA-E	0	2.0972638803373234	0.983	0.749	0	C1_Sec_Secretory diff_IFITM3
HPGD	0	-2.310192398387473	0.007	0.236	0	C1_Sec_Secretory diff_IFITM3
