gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
ISG15	0	-2.00909427022169	0.281	0.917	0	C1_Decidual_CTSL
MXRA8	0	-1.269076794369309	0.154	0.647	0	C1_Decidual_CTSL
RPL22	0	1.0086880993377454	0.834	0.879	0	C1_Decidual_CTSL
H6PD	0	-0.5631487776183006	0.137	0.36	0	C1_Decidual_CTSL
SPSB1	0	-0.8127717757240931	0.085	0.41	0	C1_Decidual_CTSL
CLSTN1	0	-0.5727097524538575	0.175	0.427	0	C1_Decidual_CTSL
AGTRAP	0	-0.5583057261390068	0.16	0.396	0	C1_Decidual_CTSL
TNFRSF8	0	-0.48719031100325283	0.018	0.212	0	C1_Decidual_CTSL
TNFRSF1B	0	-0.5719836099500645	0.122	0.433	0	C1_Decidual_CTSL
DHRS3	0	-1.7562211194769177	0.215	0.789	0	C1_Decidual_CTSL
PDPN	0	-0.36511229500421094	0.137	0.41	0	C1_Decidual_CTSL
ECE1	0	-0.9566448879046063	0.159	0.535	0	C1_Decidual_CTSL
WNT4	0	-1.0997955077952672	0.118	0.57	0	C1_Decidual_CTSL
RPL11	0	0.7671128442507014	0.952	0.972	0	C1_Decidual_CTSL
PAQR7	0	-0.5328083356546359	0.089	0.33	0	C1_Decidual_CTSL
SH3BGRL3	0	-0.9017863422987382	0.458	0.851	0	C1_Decidual_CTSL
IFI6	0	-0.4347826336080649	0.751	0.965	0	C1_Decidual_CTSL
PHACTR4	0	-0.810311798339157	0.165	0.481	0	C1_Decidual_CTSL
SDC3	0	-0.6326300444352152	0.066	0.312	0	C1_Decidual_CTSL
SERINC2	0	0.9857310944813062	0.261	0.064	0	C1_Decidual_CTSL
TINAGL1	0	2.2426269879800476	0.428	0.053	0	C1_Decidual_CTSL
BMP8B	0	-0.6832218652645392	0.008	0.278	0	C1_Decidual_CTSL
PRDX1	0	1.5691839365894573	0.722	0.593	0	C1_Decidual_CTSL
PDZK1IP1	0	-0.8026725590638775	0.04	0.327	0	C1_Decidual_CTSL
PLPP3	0	-0.9600224458656101	0.274	0.7	0	C1_Decidual_CTSL
JUN	0	-0.8526580280914633	0.563	0.941	0	C1_Decidual_CTSL
L1TD1	0	1.0286980320408508	0.203	0.024	0	C1_Decidual_CTSL
PDE4B	0	-0.6067012493792514	0.11	0.353	0	C1_Decidual_CTSL
IFI44L	0	-0.5946871687435462	0.06	0.275	0	C1_Decidual_CTSL
RPL5	0	1.025572668049258	0.879	0.917	0	C1_Decidual_CTSL
CNN3	0	1.0414390890453618	0.27	0.07	0	C1_Decidual_CTSL
PALMD	0	-1.571301168058454	0.11	0.681	0	C1_Decidual_CTSL
VAV3	0	0.7349729268152241	0.193	0.025	0	C1_Decidual_CTSL
PROK1	0	-0.3978298205475149	0.093	0.317	0	C1_Decidual_CTSL
TXNIP	0	-1.0489513629498362	0.294	0.839	0	C1_Decidual_CTSL
ECM1	0	-1.5986754451061687	0.12	0.697	0	C1_Decidual_CTSL
ADAMTSL4	0	-0.7431163771030111	0.257	0.629	0	C1_Decidual_CTSL
CTSK	0	-0.5379725821326451	0.148	0.422	0	C1_Decidual_CTSL
S100A10	0	2.0902723096113878	0.813	0.566	0	C1_Decidual_CTSL
S100A11	0	1.188576252495713	0.902	0.933	0	C1_Decidual_CTSL
S100A6	0	-1.2981008114166732	0.825	0.984	0	C1_Decidual_CTSL
S100A4	0	-0.5893268422158209	0.408	0.847	0	C1_Decidual_CTSL
S100A3	0	-0.5226044442429478	0.048	0.254	0	C1_Decidual_CTSL
S100A13	0	-0.45858723723033545	0.362	0.675	0	C1_Decidual_CTSL
TPM3	0	-0.41588910299408033	0.418	0.705	0	C1_Decidual_CTSL
DPM3	0	-0.5260231267814527	0.181	0.44	0	C1_Decidual_CTSL
PEA15	0	-0.5740072280764988	0.192	0.45	0	C1_Decidual_CTSL
DDR2	0	-0.5834729111912875	0.081	0.315	0	C1_Decidual_CTSL
MGST3	0	2.208510756420626	0.686	0.354	0	C1_Decidual_CTSL
TMCO1	0	-1.21266842470946	0.265	0.705	0	C1_Decidual_CTSL
PRRX1	0	-0.5161202523654835	0.08	0.326	0	C1_Decidual_CTSL
SOAT1	0	-1.0048269830425416	0.188	0.594	0	C1_Decidual_CTSL
GLUL	0	-0.6233273614237862	0.403	0.746	0	C1_Decidual_CTSL
RGS16	0	-0.6950903040765737	0.103	0.372	0	C1_Decidual_CTSL
CFH	0	-1.0249321394062347	0.079	0.43	0	C1_Decidual_CTSL
LMOD1	0	-0.7019748399512002	0.09	0.416	0	C1_Decidual_CTSL
ATP2B4	0	-1.6060147152645716	0.208	0.759	0	C1_Decidual_CTSL
REN	0	-0.7847836037056064	0.018	0.265	0	C1_Decidual_CTSL
HSD11B1	0	-0.5086186014074889	0.179	0.72	0	C1_Decidual_CTSL
H3F3A	0	1.01755778703106	0.773	0.796	0	C1_Decidual_CTSL
GUK1	0	-0.5603871674617298	0.484	0.799	0	C1_Decidual_CTSL
SIPA1L2	0	-0.9462330738683982	0.094	0.476	0	C1_Decidual_CTSL
NID1	0	-0.6357469205522079	0.173	0.555	0	C1_Decidual_CTSL
PXDN	0	-1.1987636483871482	0.058	0.497	0	C1_Decidual_CTSL
RPS7	0	1.4861513979693322	0.88	0.865	0	C1_Decidual_CTSL
GREB1	0	-1.075102172455797	0.071	0.455	0	C1_Decidual_CTSL
RHOB	0	-0.6411957574404854	0.359	0.76	0	C1_Decidual_CTSL
KCNK3	0	-1.1786215251741698	0.062	0.497	0	C1_Decidual_CTSL
MRPL33	0	-1.0398192992146973	0.33	0.755	0	C1_Decidual_CTSL
BABAM2	0	-0.6568348711902876	0.162	0.422	0	C1_Decidual_CTSL
FOSL2	0	-0.8394918080039068	0.268	0.638	0	C1_Decidual_CTSL
LBH	0	-0.826088894990931	0.139	0.465	0	C1_Decidual_CTSL
PREPL	0	-0.5128465271575677	0.084	0.301	0	C1_Decidual_CTSL
RHOQ	0	-0.5940975885696075	0.214	0.523	0	C1_Decidual_CTSL
MCFD2	0	-1.0631759026902268	0.308	0.739	0	C1_Decidual_CTSL
STON1	0	-0.6601275238889903	0.109	0.372	0	C1_Decidual_CTSL
ERLEC1	0	-0.7007549723503661	0.314	0.645	0	C1_Decidual_CTSL
SPTBN1	0	-1.1214890763114167	0.268	0.74	0	C1_Decidual_CTSL
RPS27A	0	1.318624010654235	0.942	0.953	0	C1_Decidual_CTSL
PCYOX1	0	-1.108872470061447	0.242	0.667	0	C1_Decidual_CTSL
VAMP8	0	1.9941669689043215	0.581	0.228	0	C1_Decidual_CTSL
GNLY	0	-1.381238733521184	0.26	0.807	0	C1_Decidual_CTSL
ST3GAL5	0	-1.6107731565475294	0.146	0.727	0	C1_Decidual_CTSL
CHMP3	0	-0.5629508825020176	0.191	0.452	0	C1_Decidual_CTSL
CYTOR	0	-0.5906926493712734	0.117	0.372	0	C1_Decidual_CTSL
RPIA	0	0.8152590963565209	0.198	0.027	0	C1_Decidual_CTSL
IGKC	0	-1.516693990647536	0.028	0.554	0	C1_Decidual_CTSL
EIF5B	0	-0.4938220685153185	0.383	0.707	0	C1_Decidual_CTSL
IL1R2	0	-1.5650292207983012	0.182	0.752	0	C1_Decidual_CTSL
IL1R1	0	-1.4089847274579286	0.29	0.837	0	C1_Decidual_CTSL
IL1RL1	0	-3.152215895384086	0.156	0.91	0	C1_Decidual_CTSL
LIMS1	0	-0.86261724705825	0.289	0.666	0	C1_Decidual_CTSL
MIR4435-2HG	0	-0.5596329924817998	0.138	0.397	0	C1_Decidual_CTSL
IL1B	0	-0.9533491311164631	0.106	0.505	0	C1_Decidual_CTSL
GYPC	0	-0.7485622959719643	0.159	0.538	0	C1_Decidual_CTSL
LIMS2	0	-0.8087175295936442	0.098	0.423	0	C1_Decidual_CTSL
MZT2B	0	-0.732309978225913	0.46	0.818	0	C1_Decidual_CTSL
TUBA3E	0	-0.8097171052076076	0.06	0.354	0	C1_Decidual_CTSL
DYNC1I2	0	-1.0841262388918742	0.308	0.73	0	C1_Decidual_CTSL
ATP5MC3	0	1.3159588805748534	0.554	0.383	0	C1_Decidual_CTSL
NFE2L2	0	-0.4604709163951475	0.355	0.667	0	C1_Decidual_CTSL
TFPI	0	-0.7723908727824416	0.261	0.677	0	C1_Decidual_CTSL
STAT1	0	-0.6466916023284137	0.188	0.442	0	C1_Decidual_CTSL
EEF1B2	0	1.53418058493895	0.7	0.57	0	C1_Decidual_CTSL
IGFBP2	0	-2.246093546233823	0.256	0.936	0	C1_Decidual_CTSL
IGFBP5	0	-2.0364272376523345	0.303	0.925	0	C1_Decidual_CTSL
TNS1	0	-0.9204523807156397	0.121	0.497	0	C1_Decidual_CTSL
GPBAR1	0	-0.7295507999780201	0.084	0.358	0	C1_Decidual_CTSL
CHPF	0	-0.8373938702248076	0.307	0.673	0	C1_Decidual_CTSL
OBSL1	0	-0.4713528045315134	0.252	0.499	0	C1_Decidual_CTSL
COL6A3	0	-1.3586262171088488	0.153	0.733	0	C1_Decidual_CTSL
MLPH	0	-0.7575107383443104	0.075	0.375	0	C1_Decidual_CTSL
LRRFIP1	0	-0.5287205372985524	0.409	0.742	0	C1_Decidual_CTSL
RAMP1	0	-2.0707033272973017	0.173	0.858	0	C1_Decidual_CTSL
TWIST2	0	-0.6279688862625046	0.102	0.364	0	C1_Decidual_CTSL
RPL32	0	1.3932965628013618	0.944	0.951	0	C1_Decidual_CTSL
SH3BP5	0	-0.6095668229457281	0.227	0.558	0	C1_Decidual_CTSL
GALNT15	0	-1.3510326736450087	0.096	0.613	0	C1_Decidual_CTSL
RPL15	0	1.27607658742861	0.925	0.937	0	C1_Decidual_CTSL
RPSA	0	1.5364566911096573	0.834	0.826	0	C1_Decidual_CTSL
RPL14	0	1.4788608134600105	0.895	0.889	0	C1_Decidual_CTSL
CLEC3B	0	-0.6150469922646615	0.028	0.245	0	C1_Decidual_CTSL
TCTA	0	-0.5147979785978577	0.083	0.297	0	C1_Decidual_CTSL
SEMA3B	0	-1.6533109822454892	0.13	0.709	0	C1_Decidual_CTSL
ABHD14B	0	-0.5209092028693285	0.12	0.338	0	C1_Decidual_CTSL
RPL29	0	0.8942864009365175	0.899	0.938	0	C1_Decidual_CTSL
WNT5A	0	-1.1213385769246853	0.096	0.522	0	C1_Decidual_CTSL
MTRNR2L12	0	-0.6240811367731129	0.308	0.598	0	C1_Decidual_CTSL
FILIP1L	0	-1.544117094038588	0.151	0.716	0	C1_Decidual_CTSL
TMEM45A	0	-1.4200471407208886	0.219	0.785	0	C1_Decidual_CTSL
ABI3BP	0	-2.003382828585661	0.174	0.859	0	C1_Decidual_CTSL
RPL24	0	1.1975771520964575	0.877	0.907	0	C1_Decidual_CTSL
NFKBIZ	0	-0.487580436354657	0.258	0.579	0	C1_Decidual_CTSL
CCDC80	0	-0.772486417762903	0.192	0.507	0	C1_Decidual_CTSL
ZBTB20	0	-0.5477149949878982	0.151	0.426	0	C1_Decidual_CTSL
PARP14	0	-0.5494626483103167	0.232	0.508	0	C1_Decidual_CTSL
KALRN	0	-0.7277226124488763	0.082	0.376	0	C1_Decidual_CTSL
MGLL	0	-0.49769677219884634	0.341	0.637	0	C1_Decidual_CTSL
SEC61A1	0	-0.5561663989550034	0.244	0.5	0	C1_Decidual_CTSL
PLXND1	0	-0.8565942952501471	0.125	0.477	0	C1_Decidual_CTSL
RBP1	0	-2.712101505203963	0.263	0.94	0	C1_Decidual_CTSL
ZBTB38	0	-0.5392795940896086	0.254	0.505	0	C1_Decidual_CTSL
CHST2	0	-0.5611689390178956	0.107	0.364	0	C1_Decidual_CTSL
TM4SF1	0	-0.9292470335897184	0.141	0.555	0	C1_Decidual_CTSL
SEC62	0	-1.0702901929821245	0.433	0.86	0	C1_Decidual_CTSL
LRRC15	0	-0.9748179492387752	0.067	0.441	0	C1_Decidual_CTSL
ATP13A3	0	-0.8585257318365576	0.223	0.581	0	C1_Decidual_CTSL
APOD	0	-0.48041740130479127	0.28	0.749	0	C1_Decidual_CTSL
ATP5ME	0	-0.9597962861690967	0.512	0.868	0	C1_Decidual_CTSL
SPON2	0	-1.5878093138410974	0.177	0.792	0	C1_Decidual_CTSL
C4orf48	0	-1.2273723491829134	0.119	0.603	0	C1_Decidual_CTSL
LRPAP1	0	-1.3365089478477765	0.473	0.909	0	C1_Decidual_CTSL
ADRA2C	0	-1.0196475623806263	0.128	0.594	0	C1_Decidual_CTSL
S100P	0	1.6896946505979258	0.608	0.337	0	C1_Decidual_CTSL
RPL9	0	1.102780892623759	0.903	0.931	0	C1_Decidual_CTSL
UGDH	0	-0.7450434565971096	0.2	0.536	0	C1_Decidual_CTSL
SMIM14	0	-0.9981083732823961	0.22	0.623	0	C1_Decidual_CTSL
UCHL1	0	-0.6575419725755909	0.049	0.29	0	C1_Decidual_CTSL
KDR	0	-1.6672461534391698	0.072	0.633	0	C1_Decidual_CTSL
IGFBP7	0	-0.90163858719990575	0.255	0.765	0	C1_Decidual_CTSL
PARM1	0	-2.7406750609395614	0.094	0.814	0	C1_Decidual_CTSL
SEPT11	0	-0.8932593414394159	0.3	0.708	0	C1_Decidual_CTSL
ANXA3	0	1.0786413089154097	0.254	0.023	0	C1_Decidual_CTSL
SPARCL1	0	-1.5983824476142292	0.169	0.78	0	C1_Decidual_CTSL
