gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
CoV2-N	0	2.757567603686059	0.793	0	0	C8_Ductal_KRT19
CoV2-orf1ab	5.208777046088285e-150	0.9317488437316529	0.226	0	1.125825070741522e-145	C8_Ductal_KRT19
MX1	3.5600841816416856e-135	1.2313730835080474	0.399	0.128	7.69476595020034e-131	C8_Ductal_KRT19
INS	5.249335676990757e-123	-1.01052746083334	0.998	1	1.1345914132247823e-118	C8_Ductal_KRT19
CoV2-M	1.9339845864012716e-105	0.6941682832871633	0.164	0	4.180114285047709e-101	C8_Ductal_KRT19
IFI6	8.344419037149848e-102	0.9201336883390145	0.577	0.322	1.803562730689568e-97	C8_Ductal_KRT19
SPP1	3.685886347160971e-98	1.3112646067766303	0.733	0.551	7.966674750753723e-94	C8_Ductal_KRT19
IAPP	2.229973846492395e-80	-1.487008370219133	0.409	0.57	4.8198654718086626e-76	C8_Ductal_KRT19
MMP7	4.390324757574125e-78	1.0237341911764752	0.683	0.482	9.489247931020715e-74	C8_Ductal_KRT19
OLFM4	6.17559246579218e-77	0.882311798410212	0.398	0.171	1.3347925555563218e-72	C8_Ductal_KRT19
STAT1	3.086341834552102e-76	0.6415593172857889	0.499	0.276	6.670819241200914e-72	C8_Ductal_KRT19
REG3A	9.689066104768051e-73	0.7822503969369712	0.662	0.459	2.0941947478845663e-68	C8_Ductal_KRT19
MT-ATP8	5.866778336201938e-70	0.5402937671066983	0.903	0.795	1.268045469586687e-65	C8_Ductal_KRT19
SERPINA5	1.9749888548642862e-69	0.7951752821278149	0.523	0.316	4.268740910903668e-65	C8_Ductal_KRT19
LGALS3BP	4.0079153262439866e-69	0.5592188578435717	0.648	0.43	8.662708186143753e-65	C8_Ductal_KRT19
MT-ND3	4.9032845059979115e-68	0.5174770989340418	0.893	0.799	1.0597959131263887e-63	C8_Ductal_KRT19
IFIT1	9.88294324091209e-66	0.6054901893167421	0.165	0.03	2.136099352090739e-61	C8_Ductal_KRT19
OAS3	1.0460330510199327e-64	0.4672424289441508	0.204	0.053	2.2608958364744825e-60	C8_Ductal_KRT19
CFTR	1.076601915120641e-60	0.6930752721755815	0.694	0.516	2.3269673793417535e-56	C8_Ductal_KRT19
ACSM3	1.2740570386102004e-57	0.5979657137800234	0.375	0.186	2.7537468832520874e-53	C8_Ductal_KRT19
SERPING1	2.1546772718238413e-55	0.6122917634529479	0.763	0.615	4.65711945532005e-51	C8_Ductal_KRT19
OAS1	2.4655795989549877e-54	0.3652788326643675	0.156	0.035	5.32910374518131e-50	C8_Ductal_KRT19
TNFSF10	5.008018996201607e-53	0.5510263090755307	0.598	0.41	1.0824332258390154e-48	C8_Ductal_KRT19
TTR	9.652342662341262e-53	-0.722228327055559	0.947	0.981	2.0862573430384405e-48	C8_Ductal_KRT19
PLSCR1	1.6456222412375386e-51	0.46205849958811607	0.69	0.512	3.556847912210816e-47	C8_Ductal_KRT19
LY6E	6.069759968199083e-51	0.5180848311797508	0.517	0.348	1.31191791952655e-46	C8_Ductal_KRT19
GGT1	1.1355543069615135e-50	0.5157487524788472	0.355	0.18	2.4543870790666153e-46	C8_Ductal_KRT19
MT-CO2	9.065237035483095e-49	0.3879820336819009	0.983	0.982	1.9593603328493162e-44	C8_Ductal_KRT19
IFIT3	1.5622996905043979e-47	0.5439301391869289	0.241	0.102	3.3767545510562056e-43	C8_Ductal_KRT19
MT-CO3	2.0024921958764925e-47	0.3662657648953429	0.983	0.98	4.328186632167451e-43	C8_Ductal_KRT19
CALR	3.099786990744894e-47	0.47022112829465534	0.849	0.756	6.699879601796014e-43	C8_Ductal_KRT19
ISG15	1.1959811820529585e-46	0.7220641697351131	0.294	0.148	2.5849937268892645e-42	C8_Ductal_KRT19
SPINK1	2.1855409948117694e-44	0.4370102999509955	0.865	0.701	4.7238283061861584e-40	C8_Ductal_KRT19
IFITM3	2.746334465077712e-44	0.42873969888229624	0.87	0.729	5.935927312818966e-40	C8_Ductal_KRT19
APP	1.2053172526037657e-43	0.4359857183341238	0.87	0.779	2.6051727097777792e-39	C8_Ductal_KRT19
EPSTI1	1.7284466257843558e-43	0.31920039693280283	0.198	0.074	3.735864536970306e-39	C8_Ductal_KRT19
C3	3.3606026526303332e-43	0.4987316723281445	0.537	0.366	7.263606573395202e-39	C8_Ductal_KRT19
SORBS2	2.0522068117479322e-40	0.37437457161332843	0.545	0.368	4.435639802911981e-36	C8_Ductal_KRT19
ALB	2.555098400294952e-40	0.2950146158213346	0.317	0.163	5.522589682397509e-36	C8_Ductal_KRT19
GRN	5.5052325542529045e-40	0.3889451348284729	0.746	0.601	1.1899009642762227e-35	C8_Ductal_KRT19
ATP1A1	1.4604876917055868e-39	0.37404256184153084	0.779	0.647	3.1566980968524553e-35	C8_Ductal_KRT19
SLC3A1	2.4781317864069903e-39	0.5752248745829136	0.314	0.169	5.356234043140069e-35	C8_Ductal_KRT19
PARP14	3.367348286656468e-39	0.4399607306382748	0.375	0.227	7.27818658677929e-35	C8_Ductal_KRT19
HLA-B	1.0872301307936992e-38	0.33503769736846234	0.906	0.83	2.3499392046975014e-34	C8_Ductal_KRT19
ZFP36L1	2.0202240582274337e-38	0.3435558001041876	0.816	0.672	4.366512279452775e-34	C8_Ductal_KRT19
GTF2I	4.732468898042329e-38	0.3352880594527028	0.652	0.479	1.022875827622869e-33	C8_Ductal_KRT19
CTSH	1.894155764988937e-37	0.47278268936712453	0.522	0.362	4.094028270447089e-33	C8_Ductal_KRT19
SLC4A4	4.492362698858137e-37	0.3885922932873116	0.564	0.395	9.709792737311977e-33	C8_Ductal_KRT19
CD74	7.141886733425181e-37	0.5470224537819848	0.599	0.444	1.5436473985625187e-32	C8_Ductal_KRT19
RBP4	7.924926731932115e-37	-0.7178569427999923	0.324	0.46	1.7128936638398073e-32	C8_Ductal_KRT19
IDH2	1.5922808664314984e-36	0.40213258454598044	0.504	0.35	3.441555864705041e-32	C8_Ductal_KRT19
