gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
S100A8	0	8.020774967630924	0.811	0.002	0	C1_Epithelial_AT2_LRRK2
FCER1G	0	5.754044455050116	0.85	0.008	0	C1_Epithelial_AT2_LRRK2
IL1B	0	4.638373733062254	0.542	0.005	0	C1_Epithelial_AT2_LRRK2
RACK1	0	2.718398267560882	0.434	0	0	C1_Epithelial_AT2_LRRK2
AIF1	0	3.984145099883845	0.59	0.008	0	C1_Epithelial_AT2_LRRK2
SRGN	0	5.178946589064718	0.841	0.064	0	C1_Epithelial_AT2_LRRK2
ATP5MD	0	3.0404713288176572	0.524	0	0	C1_Epithelial_AT2_LRRK2
ATP5MG	0	2.664475603933522	0.473	0	0	C1_Epithelial_AT2_LRRK2
ATP5MC2	0	3.191859879039639	0.536	0	0	C1_Epithelial_AT2_LRRK2
BCL2A1	0	4.557710192621644	0.68	0.006	0	C1_Epithelial_AT2_LRRK2
ATP6V0C	0	3.2040266546765444	0.572	0.022	0	C1_Epithelial_AT2_LRRK2
ELOB	0	2.8350785167164765	0.473	0	0	C1_Epithelial_AT2_LRRK2
CCL3	0	4.885442773965889	0.587	0.014	0	C1_Epithelial_AT2_LRRK2
CCL4L2	0	4.640305722875271	0.437	0.006	0	C1_Epithelial_AT2_LRRK2
IFI30	0	6.044725606671642	0.88	0.076	0	C1_Epithelial_AT2_LRRK2
TYROBP	0	4.342902329018645	0.665	0.014	0	C1_Epithelial_AT2_LRRK2
ATP5F1E	0	5.081216933088493	0.85	0	0	C1_Epithelial_AT2_LRRK2
ATP5MF	1.5756230427375744e-305	2.2295679687832637	0.359	0	3.5412127885526984e-301	C1_Epithelial_AT2_LRRK2
S100A12	3.2945580328543436e-300	4.106135827438959	0.356	0	7.404519178840137e-296	C1_Epithelial_AT2_LRRK2
SEM1	9.983014313774778e-298	2.2623447038519466	0.35	0	2.2436824670208814e-293	C1_Epithelial_AT2_LRRK2
CCL4	8.403375180162643e-294	5.741595498469353	0.506	0.02	1.888658571741554e-289	C1_Epithelial_AT2_LRRK2
ATP2B1-AS1	1.5639514554580491e-292	2.8857524213244767	0.344	0	3.514980896141965e-288	C1_Epithelial_AT2_LRRK2
ATP5MPL	9.491125189131263e-285	2.134507103821312	0.335	0	2.1331303862572513e-280	C1_Epithelial_AT2_LRRK2
CCL3L1	5.613303663120882e-277	3.308667377124458	0.326	0	1.2615899982864183e-272	C1_Epithelial_AT2_LRRK2
ATP5ME	8.399962956449501e-272	2.251350448140063	0.32	0	1.8878916744620254e-267	C1_Epithelial_AT2_LRRK2
AQP9	6.922386653459254e-259	2.253461770494311	0.305	0	1.5558064003649673e-254	C1_Epithelial_AT2_LRRK2
ELOC	3.7585790729832384e-251	1.9936357453714604	0.296	0	8.447406466529828e-247	C1_Epithelial_AT2_LRRK2
C15orf48	1.270373800101352e-249	4.8798347099566675	0.701	0.09	2.855165115727789e-245	C1_Epithelial_AT2_LRRK2
CD163	1.5371455925286842e-246	3.0292524163219703	0.365	0.008	3.4547347192082177e-242	C1_Epithelial_AT2_LRRK2
IL1RN	2.6914878385778466e-242	2.7598088023181906	0.323	0.003	6.04911891720371e-238	C1_Epithelial_AT2_LRRK2
ATP5MC3	2.7649982717807792e-238	1.8369787221534781	0.281	0	6.214333615827301e-234	C1_Epithelial_AT2_LRRK2
ATP5PD	2.7649982717807792e-238	1.855199737991989	0.281	0	6.214333615827301e-234	C1_Epithelial_AT2_LRRK2
PLAUR	2.6300001469289946e-231	4.721386952397537	0.671	0.089	5.910925330222915e-227	C1_Epithelial_AT2_LRRK2
ATP5PF	1.4027483630736895e-230	1.734189287895653	0.272	0	3.1526769460081173e-226	C1_Epithelial_AT2_LRRK2
FPR1	1.8567012833292358e-230	2.3585986065195224	0.293	0.002	4.172936134282457e-226	C1_Epithelial_AT2_LRRK2
RNASEK	2.277470953364769e-224	3.704667687541839	0.671	0.095	5.118615967687318e-220	C1_Epithelial_AT2_LRRK2
ATP5F1D	6.938478095182199e-223	1.680403963478055	0.263	0	1.559422951892199e-218	C1_Epithelial_AT2_LRRK2
PLEK	1.2430219506328563e-220	2.418471404960838	0.305	0.004	2.7936918340473445e-216	C1_Epithelial_AT2_LRRK2
ATP5PO	1.2113154648729906e-212	1.6430463541359612	0.251	0	2.722431507302046e-208	C1_Epithelial_AT2_LRRK2
