gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
CD52	0	-1.0214896210435191	0.696	0.94	0	C2_CD8_Tm_IL7R
RPS8	0	-0.5867231197726444	0.906	0.997	0	C2_CD8_Tm_IL7R
JUN	0	1.8947771635940367	0.66	0.386	0	C2_CD8_Tm_IL7R
DENND2D	0	-0.7719258589405562	0.084	0.369	0	C2_CD8_Tm_IL7R
S100A11	0	-0.8885726324958456	0.361	0.702	0	C2_CD8_Tm_IL7R
RPS27	0	-0.8416857301133467	0.911	0.998	0	C2_CD8_Tm_IL7R
BTG2	0	1.4857993872672361	0.494	0.204	0	C2_CD8_Tm_IL7R
TRAF3IP3	0	-0.791011453903663	0.298	0.675	0	C2_CD8_Tm_IL7R
PYCR2	0	-0.7366080994880455	0.021	0.258	0	C2_CD8_Tm_IL7R
EML4	0	1.5857770656978216	0.583	0.308	0	C2_CD8_Tm_IL7R
ZFP36L2	0	1.4811599775976116	0.93	0.877	0	C2_CD8_Tm_IL7R
DUSP2	0	1.9806884506019695	0.668	0.313	0	C2_CD8_Tm_IL7R
MZT2B	0	-1.2805296284984282	0.193	0.667	0	C2_CD8_Tm_IL7R
CXCR4	0	2.5249138737537136	0.761	0.3	0	C2_CD8_Tm_IL7R
NR4A2	0	2.1182970383207587	0.418	0.052	0	C2_CD8_Tm_IL7R
RPL37A	0	-0.9275839811719182	0.772	0.963	0	C2_CD8_Tm_IL7R
SEPT2	0	1.467630010860028	0.291	0	0	C2_CD8_Tm_IL7R
ARPC4	0	-1.0229265351291148	0.08	0.475	0	C2_CD8_Tm_IL7R
RPL15	0	-0.6381141419019638	0.839	0.988	0	C2_CD8_Tm_IL7R
MTRNR2L12	0	4.706802618632163	0.951	0.216	0	C2_CD8_Tm_IL7R
NCBP2-AS2	0	1.1764839848607618	0.287	0	0	C2_CD8_Tm_IL7R
RPL35A	0	-0.6267402436913532	0.854	0.996	0	C2_CD8_Tm_IL7R
RPL34	0	-0.6013578980780556	0.9	0.997	0	C2_CD8_Tm_IL7R
RPS3A	0	-0.5084284040855316	0.909	0.995	0	C2_CD8_Tm_IL7R
RPL37	0	-0.7809928548308438	0.868	0.995	0	C2_CD8_Tm_IL7R
PIK3R1	0	1.7493002682319465	0.63	0.287	0	C2_CD8_Tm_IL7R
RPS14	0	-0.5575385501952814	0.888	0.998	0	C2_CD8_Tm_IL7R
RACK1	0	-0.5617337624300491	0.826	0.985	0	C2_CD8_Tm_IL7R
CSNK2B	0	-1.4334802578765293	0.036	0.509	0	C2_CD8_Tm_IL7R
RPS18	0	-0.5525707228833889	0.885	0.996	0	C2_CD8_Tm_IL7R
RPS10-NUDT3	0	-0.7529747953070256	0.002	0.233	0	C2_CD8_Tm_IL7R
RPL10A	0	-0.6227215710991061	0.803	0.972	0	C2_CD8_Tm_IL7R
EEF1A1	0	-0.594269838839204	0.966	0.999	0	C2_CD8_Tm_IL7R
TNFAIP3	0	2.6597073232988873	0.706	0.203	0	C2_CD8_Tm_IL7R
ACTB	0	-0.6706597602848614	0.958	0.998	0	C2_CD8_Tm_IL7R
TOMM7	0	-0.739332824598681	0.644	0.897	0	C2_CD8_Tm_IL7R
SEPT7	0	2.172102026700276	0.54	0	0	C2_CD8_Tm_IL7R
PSMA2	0	-1.0357556933176182	0.016	0.351	0	C2_CD8_Tm_IL7R
SBDS	0	1.4439881362141622	0.506	0.183	0	C2_CD8_Tm_IL7R
ARPC1A	0	-0.5673371571017636	0.007	0.179	0	C2_CD8_Tm_IL7R
ARPC1B	0	-2.069532284696454	0.184	0.827	0	C2_CD8_Tm_IL7R
