gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
RNA18S5	0	0.4823165781167873	1	1	0	C4_CD4 memory_IL7R
MT-ND4	0	-1.1607265243633842	0.845	0.966	0	C4_CD4 memory_IL7R
IGLC3	0	1.9070948475768053	0.252	0.023	0	C4_CD4 memory_IL7R
IGHG1	0	1.5773967195065965	0.139	0.005	0	C4_CD4 memory_IL7R
S100A8	0	2.039839099712086	0.204	0.023	0	C4_CD4 memory_IL7R
RPL4	0	-0.6712974052906393	0.777	0.897	0	C4_CD4 memory_IL7R
MT-CO2	0	-1.0450977373214365	0.728	0.907	0	C4_CD4 memory_IL7R
MT-CO1	0	-1.3559618739909869	0.825	0.974	0	C4_CD4 memory_IL7R
MALAT1	0	-0.517125056768033	0.99	0.999	0	C4_CD4 memory_IL7R
RPL3	0	-0.7295220269338989	0.861	0.961	0	C4_CD4 memory_IL7R
MT-CO3	0	-1.2361838524183488	0.668	0.894	0	C4_CD4 memory_IL7R
RPL13	0	-0.503341430839594	0.84	0.933	0	C4_CD4 memory_IL7R
S100A9	0	1.928718679812799	0.199	0.036	0	C4_CD4 memory_IL7R
RPL18	0	-0.6331714153516668	0.788	0.899	0	C4_CD4 memory_IL7R
RPS2	0	-0.6889891499766714	0.774	0.887	0	C4_CD4 memory_IL7R
MT-ND5	0	-0.987414198018036	0.641	0.845	0	C4_CD4 memory_IL7R
RPS3	0	-0.7831412876308157	0.818	0.936	0	C4_CD4 memory_IL7R
MT-ATP6	0	-1.1844163674808712	0.791	0.956	0	C4_CD4 memory_IL7R
MT-ND2	0	-0.7142937877121751	0.697	0.838	0	C4_CD4 memory_IL7R
RPS14	0	-0.6345369172887159	0.857	0.942	0	C4_CD4 memory_IL7R
MT-CYB	0	-1.4415648545913529	0.66	0.915	0	C4_CD4 memory_IL7R
SOCS3	0	1.4873261560189903	0.253	0.024	0	C4_CD4 memory_IL7R
MT-ND6	0	-1.155437995833314	0.459	0.733	0	C4_CD4 memory_IL7R
PIM1	0	1.191420158195678	0.423	0.172	0	C4_CD4 memory_IL7R
RPS4X	0	-0.7996049717573674	0.763	0.887	0	C4_CD4 memory_IL7R
MT-ND1	0	-0.993603168445861	0.712	0.882	0	C4_CD4 memory_IL7R
RPL7	0	-0.8222557262977301	0.572	0.758	0	C4_CD4 memory_IL7R
IFI44L	0	1.4842953123445817	0.177	0.017	0	C4_CD4 memory_IL7R
RPS6	0	-0.6088371760306099	0.895	0.97	0	C4_CD4 memory_IL7R
IGHM	0	1.8442876148424405	0.186	0.018	0	C4_CD4 memory_IL7R
MT-ND3	0	-0.9743621641427986	0.349	0.586	0	C4_CD4 memory_IL7R
RPS3A	0	-0.8854938231552438	0.599	0.791	0	C4_CD4 memory_IL7R
RPL9	1.6124813950029098e-299	-0.7306418619769595	0.595	0.746	4.895009770810334e-295	C4_CD4 memory_IL7R
RPL13A	6.423096069250882e-298	-0.49082981346857313	0.846	0.928	1.94985927374249e-293	C4_CD4 memory_IL7R
RPS5	3.797519841451933e-278	-0.5928290395209044	0.716	0.845	1.1528130982695634e-273	C4_CD4 memory_IL7R
RPL5	3.738245134598538e-259	-0.6049519622600616	0.651	0.797	1.1348190755100783e-254	C4_CD4 memory_IL7R
TPT1	8.573930373802325e-244	-0.4381349270333246	0.886	0.944	2.602788043575172e-239	C4_CD4 memory_IL7R
RPLP2	1.7106712549647426e-242	-0.49552026898877166	0.782	0.875	5.193084728696469e-238	C4_CD4 memory_IL7R
HLA-E	9.790188022091087e-230	-0.4268512799096911	0.882	0.928	2.972007377866191e-225	C4_CD4 memory_IL7R
RPL19	1.1903557292731116e-229	-0.44687063869662236	0.841	0.91	3.6135628873543847e-225	C4_CD4 memory_IL7R
IFIT3	9.975882473421397e-223	1.1174705835717142	0.111	0.01	3.0283786424565335e-218	C4_CD4 memory_IL7R
EEF2	4.6868928372143e-219	-0.5134470551789967	0.731	0.835	1.422800058593145e-214	C4_CD4 memory_IL7R
RPL11	5.4266521511166684e-219	-0.44900123820897075	0.819	0.894	1.647368793514487e-214	C4_CD4 memory_IL7R
MYC	4.370372253649857e-217	0.9397114008562006	0.325	0.151	1.326713905040487e-212	C4_CD4 memory_IL7R
RNA28S5	7.002549474391238e-213	0.4269593956571054	1	1	2.125763943940948e-208	C4_CD4 memory_IL7R
RPS20	9.361053656690091e-208	-0.507167729286063	0.722	0.818	2.8417350585614107e-203	C4_CD4 memory_IL7R
XAF1	1.574754333868655e-201	1.0433289926172828	0.363	0.193	4.7804817313250756e-197	C4_CD4 memory_IL7R
RPS9	5.283756073035817e-201	-0.6069690441519331	0.569	0.705	1.603989831091483e-196	C4_CD4 memory_IL7R
RPS27A	1.8672462060453012e-188	-0.523719204435726	0.664	0.776	5.668399307691721e-184	C4_CD4 memory_IL7R
MX1	3.251209390663684e-188	1.0615436006269099	0.21	0.075	9.869696347237745e-184	C4_CD4 memory_IL7R
MT-ATP8	1.0048341882339302e-186	-0.7963314548692353	0.245	0.422	3.0503751452217416e-182	C4_CD4 memory_IL7R
TXNIP	3.10408918270471e-184	-0.3664405477375192	0.839	0.906	9.42308353193669e-180	C4_CD4 memory_IL7R
RPS18	6.63316452244354e-184	-0.43481788121901577	0.802	0.876	2.0136297540781856e-179	C4_CD4 memory_IL7R
PABPC1	1.56623825570844e-182	-0.40418903733866873	0.834	0.908	4.754629472854111e-178	C4_CD4 memory_IL7R
NFKBIZ	2.7435004186413567e-182	0.9028930981905183	0.292	0.137	8.328444220869566e-178	C4_CD4 memory_IL7R
GLTSCR2	9.620228285937648e-179	-0.5242949462182742	0.612	0.752	2.9204127007620916e-174	C4_CD4 memory_IL7R
HSP90AA1	5.607855228776957e-174	0.6661164194514564	0.649	0.522	1.7023766117998207e-169	C4_CD4 memory_IL7R
VCAN	6.861483314109554e-163	1.2623725745807919	0.117	0.024	2.0829404896642375e-158	C4_CD4 memory_IL7R
RPS16	1.661396019372377e-161	-0.4240181609391698	0.782	0.857	5.043499896008725e-157	C4_CD4 memory_IL7R
RPL10A	1.417782512900612e-158	-0.48224754851894636	0.648	0.753	4.3039623744123875e-154	C4_CD4 memory_IL7R
GNB2L1	2.3198045303361195e-155	-0.42739123951800284	0.741	0.826	7.042230612741357e-151	C4_CD4 memory_IL7R
RPL6	7.347551619598645e-154	-0.5115655188481618	0.565	0.694	2.2304962451615606e-149	C4_CD4 memory_IL7R
PARP9	2.7720808366266068e-151	0.772522736800064	0.188	0.069	8.41520579574739e-147	C4_CD4 memory_IL7R
RPL34	6.581074292130677e-149	-0.4141862586032694	0.77	0.854	1.9978167228621097e-144	C4_CD4 memory_IL7R
STK17B	3.0152412500811904e-148	0.6455581540577406	0.532	0.381	9.153367862871469e-144	C4_CD4 memory_IL7R
GPRIN3	4.069919127950214e-148	0.8035207150642674	0.262	0.126	1.2355053496718464e-143	C4_CD4 memory_IL7R
SLC2A3	4.3414707838198925e-147	0.751183836406156	0.195	0.076	1.3179402858442048e-142	C4_CD4 memory_IL7R
ARID5B	2.6497287539291816e-146	0.8487141515009045	0.245	0.114	8.043781578302817e-142	C4_CD4 memory_IL7R
EEF1A1	7.6689940873730345e-146	-0.32088935517087247	0.897	0.943	2.328076535103832e-141	C4_CD4 memory_IL7R
CD69	1.8849379584076804e-145	0.7623271793312612	0.271	0.133	5.722106160338196e-141	C4_CD4 memory_IL7R
LDHA	1.8747393322054073e-144	0.7343680045728125	0.302	0.16	5.691146190775955e-140	C4_CD4 memory_IL7R
RPSAP58	8.208703168149129e-143	-0.5255670982774059	0.534	0.663	2.491916020755031e-138	C4_CD4 memory_IL7R
RPL31	2.6850591102232515e-140	-0.35529190211898154	0.836	0.898	8.151033940904724e-136	C4_CD4 memory_IL7R
RPL27	8.202028807061779e-140	-0.4847586121345828	0.605	0.713	2.4898898849597443e-135	C4_CD4 memory_IL7R
GOLGA8A	4.1937666775953015e-137	-0.6998769180712809	0.294	0.443	1.2731017503176057e-132	C4_CD4 memory_IL7R
OAS3	6.229427523730896e-137	0.8315013744610715	0.135	0.04	1.891067313378988e-132	C4_CD4 memory_IL7R
HLA-F	4.3626591603460217e-134	-0.6715999193152522	0.31	0.457	1.3243724413062418e-129	C4_CD4 memory_IL7R
IFI44	4.945593824505691e-134	0.7663964860732985	0.118	0.031	1.5013339173051927e-129	C4_CD4 memory_IL7R
PRDM1	6.202647510184016e-134	0.7571990152975601	0.123	0.034	1.8829377046665617e-129	C4_CD4 memory_IL7R
RPL7A	5.976127050518889e-128	-0.43939413715321995	0.637	0.744	1.8141728887260194e-123	C4_CD4 memory_IL7R
RPLP0	8.627224172904032e-128	-0.4453161489753006	0.659	0.761	2.6189664421684768e-123	C4_CD4 memory_IL7R
RPS11	4.066409645300681e-127	-0.3356572225685248	0.838	0.902	1.2344399760239278e-122	C4_CD4 memory_IL7R
ZFP36L2	5.8628320447875585e-123	-0.5437256758530831	0.295	0.447	1.779779923836159e-118	C4_CD4 memory_IL7R
DTX3L	1.1712529345140047e-121	0.6727980265620206	0.217	0.102	3.555572533304164e-117	C4_CD4 memory_IL7R
KLF6	1.9590335110560974e-121	0.5918297078652675	0.488	0.34	5.947038029512995e-117	C4_CD4 memory_IL7R
ISG15	2.0766297296208767e-121	0.7890606756211379	0.139	0.048	6.304024870210096e-117	C4_CD4 memory_IL7R
UBA52	3.26967215247298e-117	-0.4620335902653343	0.569	0.675	9.925743753262225e-113	C4_CD4 memory_IL7R
RPSA	1.0291603281079772e-115	-0.5223464525176897	0.463	0.584	3.1242220080373863e-111	C4_CD4 memory_IL7R
UBALD2	1.6130439839240044e-115	0.6596446826780324	0.307	0.179	4.8967176219981e-111	C4_CD4 memory_IL7R
RPS23	2.8104663241717944e-115	-0.41953050566318106	0.634	0.728	8.531732620288316e-111	C4_CD4 memory_IL7R
OAS2	1.7006583779972784e-111	0.7167445219117834	0.2	0.094	5.162688638086338e-107	C4_CD4 memory_IL7R
RPS13	1.9517396523998426e-107	-0.3891314296221018	0.704	0.786	5.924896062790203e-103	C4_CD4 memory_IL7R
RPL10	5.671962925687098e-106	-0.4566579191130904	0.568	0.664	1.7218377853508325e-101	C4_CD4 memory_IL7R
RPL18A	3.962649712124962e-103	-0.3957268675892789	0.629	0.725	1.2029415731097747e-98	C4_CD4 memory_IL7R
XBP1	1.4116547879227915e-102	0.7171541139269921	0.184	0.086	4.2853604396972184e-98	C4_CD4 memory_IL7R
IL32	4.5010639841779314e-101	0.6238103001761561	0.316	0.196	1.3663879936768947e-96	C4_CD4 memory_IL7R
