gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
XIST	4.6634413064000404e-160	-2.5454663399217416	0	0.389	1.1319104738894178e-155	C10_T|NK_NKG7
PLAC9	1.175671580834196e-114	-2.0623641390649357	0	0.278	2.8535900610007606e-110	C10_T|NK_NKG7
SPARCL1	2.0276338737114162e-106	-3.703660658493559	0.008	0.472	4.921472938272349e-102	C10_T|NK_NKG7
SRPX	3.536328764754567e-104	-2.5885978292048493	0.001	0.278	8.583377177812285e-100	C10_T|NK_NKG7
CLEC14A	3.72062984606773e-104	-2.5041854981793956	0.001	0.278	9.030712762375594e-100	C10_T|NK_NKG7
FAM107A	1.9143791268976416e-95	-2.4170484100698233	0.001	0.278	4.646581016805956e-91	C10_T|NK_NKG7
FCN3	1.91439844245273e-95	-4.640240118469906	0.001	0.278	4.6466278995212664e-91	C10_T|NK_NKG7
RAMP2	3.2412907885524483e-92	-2.269843523140887	0.002	0.306	7.867261001974502e-88	C10_T|NK_NKG7
CLDN5	3.2412907885524483e-92	-2.8610497101106946	0.002	0.306	7.867261001974502e-88	C10_T|NK_NKG7
VWF	2.005699765407967e-88	-3.164064071480526	0.008	0.417	4.868234470598218e-84	C10_T|NK_NKG7
SLCO2A1	4.7123881357936714e-88	-2.389306574194211	0.002	0.278	1.14379084831984e-83	C10_T|NK_NKG7
TMEM100	1.9139568676251955e-84	-2.0770670760610033	0.001	0.25	4.6455561090998744e-80	C10_T|NK_NKG7
TIMP3	3.0767276025804098e-83	-3.9213058691882323	0.01	0.444	7.46783323698317e-79	C10_T|NK_NKG7
IL33	2.327173154053812e-77	-2.248513648580626	0.002	0.25	5.648514679519413e-73	C10_T|NK_NKG7
CALD1	3.179089116666724e-76	-2.5193256709199283	0.003	0.278	7.716285103973472e-72	C10_T|NK_NKG7
HSPG2	1.1696443764833996e-65	-2.9945053333442693	0.005	0.306	2.8389608306005076e-61	C10_T|NK_NKG7
GJA5	1.7872012602834078e-59	-1.9826506193972737	0.001	0.167	4.3378948989598874e-55	C10_T|NK_NKG7
COX7A1	1.7872012602834078e-59	-1.2568452305918234	0.001	0.167	4.3378948989598874e-55	C10_T|NK_NKG7
CDH5	4.093157890464893e-58	-1.4604944781515463	0	0.139	9.934912831736388e-54	C10_T|NK_NKG7
DKK2	4.093217337994242e-58	-1.3166323864670388	0	0.139	9.935057122779625e-54	C10_T|NK_NKG7
LCN6	4.093217337994242e-58	-1.5184127974472752	0	0.139	9.935057122779625e-54	C10_T|NK_NKG7
JCAD	4.093217337994242e-58	-1.0638847536292	0	0.139	9.935057122779625e-54	C10_T|NK_NKG7
HSPA12B	4.093217337994242e-58	-1.315734238305448	0	0.139	9.935057122779625e-54	C10_T|NK_NKG7
CALCRL	7.247127599023122e-58	-2.312498099214723	0.004	0.25	1.759022810834892e-53	C10_T|NK_NKG7
GPX3	5.001075990167836e-57	-3.24118008925057	0.013	0.389	1.2138611643335372e-52	C10_T|NK_NKG7
CAVIN1	5.384484412112034e-55	-2.341277760502832	0.008	0.306	1.306922056507833e-50	C10_T|NK_NKG7
CAV1	1.740902216652359e-54	-2.8680780359269153	0.01	0.333	4.225517860258606e-50	C10_T|NK_NKG7
HYAL2	1.0600203183561353e-52	-2.8758313368930284	0.01	0.333	2.5728813167140117e-48	C10_T|NK_NKG7
ECSCR	2.5571780872332175e-52	-2.2091967962656898	0.003	0.222	6.206782653332466e-48	C10_T|NK_NKG7
MMRN2	5.085292892832514e-52	-1.6277680227145908	0.001	0.167	1.234302290948308e-47	C10_T|NK_NKG7
ERG	5.085292892832514e-52	-1.4111367997426023	0.001	0.167	1.234302290948308e-47	C10_T|NK_NKG7
ARHGAP29	7.589137523422801e-49	-1.7866952479204938	0.004	0.222	1.8420354596851822e-44	C10_T|NK_NKG7
PLA1A	1.93582272412853e-48	-1.2191264472422676	0.001	0.139	4.698628916004768e-44	C10_T|NK_NKG7
CTGF	9.25377427685177e-47	-4.558766091924837	0.025	0.444	2.2460760924774614e-42	C10_T|NK_NKG7
NES	3.2120041028372846e-46	-1.3052537032313474	0.002	0.167	7.796176358406657e-42	C10_T|NK_NKG7
CAV2	3.68399007187559e-46	-1.8984316055869614	0.006	0.25	8.941780702456432e-42	C10_T|NK_NKG7
AQP1	3.235324414131437e-44	-2.5474876693141217	0.011	0.306	7.852779417979824e-40	C10_T|NK_NKG7
IFI27	1.728091841423978e-42	-3.8181941667608874	0.059	0.611	4.19442451750428e-38	C10_T|NK_NKG7
ACVRL1	1.5075803133184508e-41	-1.1559170359276643	0.002	0.167	3.659198936486544e-37	C10_T|NK_NKG7
ADGRL4	1.5932783263596997e-41	-1.1575857541528216	0.001	0.139	3.867205153740263e-37	C10_T|NK_NKG7
LIFR	1.5932783263596997e-41	-1.4013141907765199	0.001	0.139	3.867205153740263e-37	C10_T|NK_NKG7
