gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
IGKC	1.4203810702679962e-110	4.118981778676142	0.939	0.147	2.8933162401359085e-106	C3_CD4_GZMB
IGLC2	2.4770566907358145e-73	3.5233096623743303	0.719	0.043	5.045764479028855e-69	C3_CD4_GZMB
IGLC3	4.838104891954576e-66	3.6084198363249573	0.644	0.017	9.855219664911472e-62	C3_CD4_GZMB
IGHA1	1.0153556417083126e-58	3.3868133799582463	0.654	0.067	2.068279442159833e-54	C3_CD4_GZMB
JCHAIN	1.755067309864476e-42	2.756943712855036	0.505	0.043	3.5750721101939375e-38	C3_CD4_GZMB
RPL10	7.584233644527632e-40	-1.1599786656009297	0.772	0.943	1.5449083933902786e-35	C3_CD4_GZMB
TPT1	3.984255731360268e-33	-0.8904933301019762	0.856	0.947	8.115928924780866e-29	C3_CD4_GZMB
RPS27A	1.1814648983756022e-32	-0.8921800548233163	0.782	0.927	2.4066439979911015e-28	C3_CD4_GZMB
RPL18	5.024905153286077e-30	-0.9399359317976987	0.621	0.863	1.0235731797243739e-25	C3_CD4_GZMB
RPS3A	6.186194821582727e-30	-0.9511970249378985	0.722	0.923	1.2601278851564014e-25	C3_CD4_GZMB
EEF1A1	6.951273972289509e-29	-0.8289859446658392	0.894	0.967	1.415974508155373e-24	C3_CD4_GZMB
RPL6	1.6464364570478663e-28	-0.8719327483618944	0.657	0.897	3.3537910630065034e-24	C3_CD4_GZMB
RPS23	2.122914012351336e-27	-0.861414540758604	0.707	0.89	4.3243758431596716e-23	C3_CD4_GZMB
RPS12	9.409088092917182e-27	-0.90894219811035	0.817	0.94	1.9166312445272299e-22	C3_CD4_GZMB
IGHG1	4.5020457413594483e-26	2.78706541858913	0.301	0	9.170667175149196e-22	C3_CD4_GZMB
IGHM	5.662457076479086e-26	2.0559197143633456	0.381	0.053	1.1534425064787897e-21	C3_CD4_GZMB
RPS14	1.1637252466032656e-25	-0.9742639713044676	0.693	0.853	2.3705083273308522e-21	C3_CD4_GZMB
RPS2	2.2922046316538583e-25	-0.7815514635105423	0.811	0.913	4.6692208346789096e-21	C3_CD4_GZMB
RPL19	2.2990673131302387e-25	-0.8289658858693523	0.744	0.9	4.683200116846296e-21	C3_CD4_GZMB
RPL11	2.867178993695915e-25	-0.8036101137602811	0.769	0.913	5.840443610158579e-21	C3_CD4_GZMB
RPL7A	4.751515812572888e-25	-0.7971026831481431	0.679	0.887	9.678837710210971e-21	C3_CD4_GZMB
RPL41	4.827585385477026e-25	-0.7105594365469736	0.878	0.957	9.833791430216702e-21	C3_CD4_GZMB
RPL21	9.001251205355069e-25	-0.8744727420077103	0.704	0.897	1.8335548705308275e-20	C3_CD4_GZMB
RPL34	1.0076133929772444e-24	-0.7960470335892538	0.755	0.92	2.0525084814946468e-20	C3_CD4_GZMB
FOS	2.6766201382224298e-24	-0.9504251950969085	0.602	0.907	5.45227522155909e-20	C3_CD4_GZMB
RPS13	4.861737097920223e-24	-0.8539066276704186	0.632	0.877	9.903358468463494e-20	C3_CD4_GZMB
RPL29	6.760901896636346e-24	-0.8198642768270838	0.658	0.873	1.3771957163448238e-19	C3_CD4_GZMB
RPL13	1.2071990738170289e-23	-0.7744849098079278	0.867	0.94	2.4590645133652876e-19	C3_CD4_GZMB
RPL30	1.4869999849035966e-23	-0.7986355895674553	0.797	0.917	3.029018969248626e-19	C3_CD4_GZMB
TMSB4X	1.7608207595802e-23	-0.7204689650009586	0.881	0.96	3.5867918872648676e-19	C3_CD4_GZMB
RPS3	3.54908156687427e-23	-0.8230286410630727	0.733	0.893	7.229479151722889e-19	C3_CD4_GZMB
RPS24	3.9223394571196496e-23	-0.7089992297134282	0.716	0.903	7.989805474152726e-19	C3_CD4_GZMB
RPL3	4.4272723959825646e-23	-0.7953460874972325	0.699	0.88	9.018353870616483e-19	C3_CD4_GZMB
RPL9	6.844259797524047e-23	-0.8533220170912612	0.647	0.88	1.3941757207556483e-18	C3_CD4_GZMB
RPS7	7.576123704482802e-23	-0.7913314936405804	0.691	0.88	1.5432563986031468e-18	C3_CD4_GZMB
RPL8	1.2709352330058939e-22	-0.7920611444104884	0.615	0.867	2.588895069633006e-18	C3_CD4_GZMB
IGHG3	1.3178520266152324e-22	2.5562598992585395	0.265	0	2.6844645782152285e-18	C3_CD4_GZMB
RPL5	4.748704321351502e-22	-0.8604452721940099	0.576	0.817	9.67311070259301e-18	C3_CD4_GZMB
IFI44L	6.991268006427884e-22	2.1733788857749685	0.3	0.027	1.4241212929093597e-17	C3_CD4_GZMB
RPL32	7.691800673899992e-22	-0.7596443057018298	0.775	0.92	1.5668197972734282e-17	C3_CD4_GZMB
HLA-DPA1	8.65717839908171e-22	-1.525017269675511	0.144	0.427	1.7634672398929442e-17	C3_CD4_GZMB
RPLP1	1.0380895868875121e-21	-0.6726533856956642	0.835	0.937	2.1145884884898622e-17	C3_CD4_GZMB
RPS27	1.223765979172092e-21	-0.7345199542302083	0.842	0.927	2.4928112995735514e-17	C3_CD4_GZMB
RPL10A	1.4285925662684085e-21	-0.8067143031852768	0.554	0.81	2.910043057488748e-17	C3_CD4_GZMB
ARHGDIB	3.3261251525936223e-21	-0.9428961115598091	0.371	0.713	6.775316935833208e-17	C3_CD4_GZMB
DUSP1	3.558556050500058e-21	-0.9921227828002572	0.452	0.787	7.248778674868619e-17	C3_CD4_GZMB
RPS8	3.978580542927887e-21	-0.6324621987144221	0.697	0.903	8.104368565944106e-17	C3_CD4_GZMB
RPS15A	5.647436878988528e-21	-0.7767882747194879	0.708	0.887	1.1503828922499633e-16	C3_CD4_GZMB
RPS4X	5.895700258242807e-21	-0.7646854066818118	0.702	0.893	1.2009541426040598e-16	C3_CD4_GZMB
RPL15	8.399557277989859e-21	-0.6927182217558383	0.643	0.867	1.7109898175265344e-16	C3_CD4_GZMB
RPL26	9.994914131103252e-21	-0.7780550480748212	0.641	0.85	2.0359640085057325e-16	C3_CD4_GZMB
COMMD6	1.4975469900458977e-20	-0.8892770949313527	0.25	0.573	3.0505032187234937e-16	C3_CD4_GZMB
UBA52	2.387690222913275e-20	-0.7166699392848619	0.607	0.847	4.863724984074341e-16	C3_CD4_GZMB
