gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
MT-CO1	0	2.206921801035991	0.927	0.369	0	C13_B_Plasma_PRDM1
IGJ	0	2.363935026046602	0.895	0.175	0	C13_B_Plasma_PRDM1
HSP90B1	1.1079740748226493e-262	2.606885841551503	0.847	0.311	3.871372214837819e-258	C13_B_Plasma_PRDM1
MT-RNR1	1.2900772326436988e-260	1.4585459927051776	0.98	0.849	4.507658858580348e-256	C13_B_Plasma_PRDM1
CXCR2	9.636684384253758e-257	-2.6464892003053446	0.123	0.528	3.3671538907021052e-252	C13_B_Plasma_PRDM1
MT-RNR2	4.324652598298136e-256	1.0928265905624484	1	0.999	1.5110768643713518e-251	C13_B_Plasma_PRDM1
TNFRSF10C	3.0243561103909445e-231	-2.039200719638282	0.042	0.33	1.0567402685316999e-226	C13_B_Plasma_PRDM1
IGHG1	6.476654622191413e-224	3.243638596015994	0.688	0.119	2.2630078915399015e-219	C13_B_Plasma_PRDM1
IGHG2	1.1647074137500775e-220	2.326712789617097	0.67	0.092	4.069604174384146e-216	C13_B_Plasma_PRDM1
MT-ND4	3.498357359698101e-219	1.9568828804629224	0.892	0.472	1.2223610450521134e-214	C13_B_Plasma_PRDM1
MT-ND5	1.3497869603683913e-211	1.9383438726687756	0.782	0.265	4.716290618223196e-207	C13_B_Plasma_PRDM1
MT-ND1	4.791725392634345e-206	1.7835900207309865	0.826	0.345	1.6742767694403666e-201	C13_B_Plasma_PRDM1
MT-ATP6	3.642738182619997e-204	1.8482982068572804	0.868	0.427	1.2728091483892533e-199	C13_B_Plasma_PRDM1
JUNB	1.4433345001992077e-203	-2.0304117789576637	0.303	0.686	5.043155077146052e-199	C13_B_Plasma_PRDM1
G0S2	2.422657402828145e-201	-2.8384510225845108	0.098	0.428	8.465007231221821e-197	C13_B_Plasma_PRDM1
IGHG3	2.885685400002884e-191	2.6521679125817403	0.616	0.086	1.0082873356150077e-186	C13_B_Plasma_PRDM1
FCGR3B	3.2571564909199594e-191	-2.617900623921912	0.21	0.582	1.138083049492343e-186	C13_B_Plasma_PRDM1
IGHG4	6.0416168353861484e-183	2.8364561165061604	0.568	0.05	2.111001338452274e-178	C13_B_Plasma_PRDM1
MME	1.7250021671906452e-175	-2.1201418856669996	0.052	0.31	6.027330072380834e-171	C13_B_Plasma_PRDM1
MZB1	9.128200763651302e-175	2.3733120539353196	0.592	0.09	3.1894846288274014e-170	C13_B_Plasma_PRDM1
MT-CYB	1.0230605443468172e-169	1.7028508492730419	0.754	0.297	3.5746758480022143e-165	C13_B_Plasma_PRDM1
IGLC3	7.73616427584007e-168	2.2732217817835894	0.784	0.335	2.703093159621279e-163	C13_B_Plasma_PRDM1
CSF3R	1.1441968627780934e-166	-2.069421047277693	0.194	0.538	3.997938258232936e-162	C13_B_Plasma_PRDM1
HBB	6.253287232891226e-166	6.125348686403631	0.515	0.042	2.1849610920445233e-161	C13_B_Plasma_PRDM1
IGLC2	1.7541286344407285e-165	2.2631768538460584	0.668	0.211	6.129100861599349e-161	C13_B_Plasma_PRDM1
CXCR1	7.932513634128126e-165	-1.662154048076776	0.06	0.322	2.7716995889007085e-160	C13_B_Plasma_PRDM1
MMP25	1.4690136452675124e-158	-1.700717589641608	0.067	0.329	5.132880577929215e-154	C13_B_Plasma_PRDM1
DUSP1	3.2540704216235017e-155	-1.905787520723687	0.392	0.705	1.1370047460194678e-150	C13_B_Plasma_PRDM1
HLA-E	4.163190609332862e-154	-0.9860978000387082	0.92	0.976	1.4546604308069954e-149	C13_B_Plasma_PRDM1
MT-ND2	2.9772852137588372e-152	1.4797648896732096	0.775	0.361	1.0402932265394753e-147	C13_B_Plasma_PRDM1
TMEM154	4.114597523601189e-152	-1.8502049147040989	0.137	0.445	1.4376815207214916e-147	C13_B_Plasma_PRDM1
MTRNR2L8	1.845961817131003e-149	1.0821117293805904	0.928	0.694	6.449975185237438e-145	C13_B_Plasma_PRDM1
CHI3L1	2.465306013049045e-147	-1.3784571699112256	0.011	0.156	8.614025740194668e-143	C13_B_Plasma_PRDM1
MT-ND6	1.2500901993461262e-145	1.8413881076453826	0.58	0.12	4.3679401655352995e-141	C13_B_Plasma_PRDM1
