gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
EFHD2	0	0.9632016038537081	0.86	0.582	0	C1_CD14 Monocytes_VCAN
MINOS1	0	1.7796794926350907	0.615	0	0	C1_CD14 Monocytes_VCAN
CDC42	0	1.1960978112930734	0.87	0.57	0	C1_CD14 Monocytes_VCAN
SRRM1	0	0.6271821013249956	0.705	0.457	0	C1_CD14 Monocytes_VCAN
TMEM50A	0	0.7003036296842429	0.622	0.33	0	C1_CD14 Monocytes_VCAN
CD52	0	-1.0553465440181538	0.686	0.799	0	C1_CD14 Monocytes_VCAN
LAPTM5	0	-0.8500782757365681	0.793	0.848	0	C1_CD14 Monocytes_VCAN
RPS8	0	-0.48812523271734776	0.992	0.996	0	C1_CD14 Monocytes_VCAN
NRDC	0	0.7052052920382831	0.48	0.219	0	C1_CD14 Monocytes_VCAN
C1orf123	0	0.5367561330356961	0.191	0	0	C1_CD14 Monocytes_VCAN
JUN	0	1.3924876517950464	0.783	0.601	0	C1_CD14 Monocytes_VCAN
ZRANB2	0	0.7066325987653759	0.419	0.172	0	C1_CD14 Monocytes_VCAN
AC103591.3	0	1.4327049343327982	0.432	0.116	0	C1_CD14 Monocytes_VCAN
PKN2	0	0.9545449476759541	0.519	0.156	0	C1_CD14 Monocytes_VCAN
CD53	0	0.848381021272685	0.686	0.394	0	C1_CD14 Monocytes_VCAN
CAPZA1	0	0.8496346826146401	0.646	0.326	0	C1_CD14 Monocytes_VCAN
NBPF26	0	-0.9231546278270153	0.037	0.334	0	C1_CD14 Monocytes_VCAN
AC245014.3	0	1.4863821511202304	0.486	0.101	0	C1_CD14 Monocytes_VCAN
RBM8A	0	0.6680631630574208	0.59	0.331	0	C1_CD14 Monocytes_VCAN
HIST2H2AA4	0	-0.758677054129204	0.002	0.216	0	C1_CD14 Monocytes_VCAN
MCL1	0	0.8337872298876321	0.818	0.57	0	C1_CD14 Monocytes_VCAN
C1orf56	0	1.8155751848660668	0.529	0.007	0	C1_CD14 Monocytes_VCAN
CDC42SE1	0	0.7713119765598431	0.585	0.332	0	C1_CD14 Monocytes_VCAN
S100A10	0	1.1203995743300474	0.967	0.905	0	C1_CD14 Monocytes_VCAN
S100A11	0	0.558026335138476	0.948	0.924	0	C1_CD14 Monocytes_VCAN
S100A8	0	1.667489036474536	0.991	0.968	0	C1_CD14 Monocytes_VCAN
S100A6	0	0.5018049260474085	0.991	0.99	0	C1_CD14 Monocytes_VCAN
S100A4	0	0.9958415906687792	0.994	0.992	0	C1_CD14 Monocytes_VCAN
RPS27	0	-1.1423816943444525	0.955	0.976	0	C1_CD14 Monocytes_VCAN
RIT1	0	0.7222992816218066	0.356	0.088	0	C1_CD14 Monocytes_VCAN
MNDA	0	1.7128964398731004	0.897	0.644	0	C1_CD14 Monocytes_VCAN
