gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
VIM	0	0.3320934436288132	0.859	0.801	0	C4_CD4 memory_IL7R
CTSW	0	-0.41532900707064657	0.502	0.628	0	C4_CD4 memory_IL7R
RPS26	0	0.6791105034942007	0.902	0.843	0	C4_CD4 memory_IL7R
MT-ATP8	0	-0.5582536222097643	0.739	0.785	0	C4_CD4 memory_IL7R
LY6E	2.600640351116319e-274	0.324512466189425	0.678	0.57	6.0402472795027625e-270	C4_CD4 memory_IL7R
TSC22D3	2.0228942716182715e-260	0.2840489913992492	0.86	0.79	4.6983742352605976e-256	C4_CD4 memory_IL7R
MT-ND5	1.0137370772675626e-248	-0.250280656149247	0.989	0.992	2.354505735661641e-244	C4_CD4 memory_IL7R
GNLY	1.969623302416566e-248	-0.26225570040859036	0.381	0.505	4.5746470821927156e-244	C4_CD4 memory_IL7R
DUSP1	7.804589444135012e-247	0.28974326037246323	0.7	0.592	1.8126939442947978e-242	C4_CD4 memory_IL7R
STAT1	8.274971547230494e-189	0.2820579688552267	0.295	0.204	1.9219448915597545e-184	C4_CD4 memory_IL7R
CD69	1.5993890233113892e-184	0.27891557114118015	0.556	0.455	3.7147409455430325e-180	C4_CD4 memory_IL7R
LTB	2.433871165911893e-184	0.36043643531118574	0.592	0.511	5.652909169946963e-180	C4_CD4 memory_IL7R
CXCR4	8.356037774985658e-183	0.2508346249287965	0.409	0.307	1.9407733336181688e-178	C4_CD4 memory_IL7R
HLA-DRB5	1.463377951122991e-174	0.3586309891681507	0.315	0.23	3.398841629278259e-170	C4_CD4 memory_IL7R
S100A11	9.319081119029716e-167	0.25663475346070785	0.452	0.356	2.1644497807058419e-162	C4_CD4 memory_IL7R
HLA-DQA2	3.8995491418626736e-165	0.2555474730908542	0.128	0.068	9.057092836890246e-161	C4_CD4 memory_IL7R
NEAT1	1.4949748303008459e-156	0.2742675367186198	0.644	0.548	3.4722285408567444e-152	C4_CD4 memory_IL7R
MAL	6.116723188113986e-144	0.2567337009290873	0.29	0.213	1.4206701276713542e-139	C4_CD4 memory_IL7R
FCGR3A	3.9362418871052055e-142	-0.2966283121189661	0.264	0.339	9.142315406990551e-138	C4_CD4 memory_IL7R
MT1X	1.9240594687447695e-136	0.2615086368135663	0.214	0.144	4.4688205221066015e-132	C4_CD4 memory_IL7R
TYROBP	3.139058033981251e-116	-0.2580643092152024	0.245	0.317	7.290776189724854e-112	C4_CD4 memory_IL7R
FOS	1.1920783654700621e-113	0.25820854910278346	0.54	0.465	2.768721211640766e-109	C4_CD4 memory_IL7R
FGFBP2	2.0239183912773178e-112	-0.26195727971887894	0.328	0.397	4.700752855580698e-108	C4_CD4 memory_IL7R
KLRC2	2.2509938601718826e-98	-0.4638177904574692	0.16	0.207	5.228158339635215e-94	C4_CD4 memory_IL7R
PTPRCAP	3.0299259196590214e-93	-0.27335336338341687	0.437	0.469	7.037305941000043e-89	C4_CD4 memory_IL7R
HLA-DRA	5.801658317752974e-58	0.2887295423417121	0.201	0.16	1.3474931608813057e-53	C4_CD4 memory_IL7R
AL138963.4	4.0947872398345066e-53	0.29137945690681677	0.203	0.16	9.510552843239626e-49	C4_CD4 memory_IL7R
MTRNR2L8	5.942707311923526e-30	1.3997527373850303	0.183	0.156	1.3802532002673581e-25	C4_CD4 memory_IL7R
MT2A	7.592465878231277e-21	0.3212393701685725	0.398	0.36	1.7634261248779964e-16	C4_CD4 memory_IL7R
TXNIP	0	-0.38365043098593477	0.897	0.964	0	C6_CD14 Monocytes_LYZ
SRGN	5.619764679016953e-304	0.49527898703239126	0.919	0.921	1.3052465443484776e-299	C6_CD14 Monocytes_LYZ
XIST	1.068729691384191e-299	-0.4765433701779829	0.269	0.451	2.482231581208922e-295	C6_CD14 Monocytes_LYZ
CD52	7.390741607277992e-295	-0.5088703968826165	0.73	0.84	1.7165736457063863e-290	C6_CD14 Monocytes_LYZ
BCL2A1	3.3787143196031793e-290	0.94641527039532	0.43	0.258	7.847401878710345e-286	C6_CD14 Monocytes_LYZ
RSRP1	1.3042366677099789e-243	-0.37742683359373963	0.61	0.749	3.029220084423197e-239	C6_CD14 Monocytes_LYZ
RPS26	2.6873476566449933e-229	0.4800353415533789	0.896	0.891	6.241633667323662e-225	C6_CD14 Monocytes_LYZ
NAMPT	8.947989258868146e-229	0.6720978141752458	0.611	0.47	2.0782599852647156e-224	C6_CD14 Monocytes_LYZ
G0S2	1.2664567454612475e-210	1.4194655791302724	0.249	0.114	2.9414724370082934e-206	C6_CD14 Monocytes_LYZ
CXCL8	2.01834429217797e-203	0.93178027210921055	0.411	0.264	4.687806453012553e-199	C6_CD14 Monocytes_LYZ
IL1B	8.876313797727634e-190	1.5359006442576333	0.366	0.234	2.0616126426602203e-185	C6_CD14 Monocytes_LYZ
MT-ND4L	2.3153925845354748e-181	-0.30368532196344056	0.971	0.991	5.377730816842094e-177	C6_CD14 Monocytes_LYZ
DUSP1	6.006371875086478e-174	0.3264792215396586	0.936	0.939	1.3950399317075853e-169	C6_CD14 Monocytes_LYZ
MT2A	1.4730817264913627e-170	1.8123984629538517	0.692	0.624	3.421379617948839e-166	C6_CD14 Monocytes_LYZ
FCGR1A	1.0056807493160172e-166	0.42015025521331917	0.413	0.275	2.3357941083613815e-162	C6_CD14 Monocytes_LYZ
CSF3R	1.6460314197155487e-166	-0.3069503448726585	0.825	0.905	3.8230725754313335e-162	C6_CD14 Monocytes_LYZ
CCL4	2.6960706708089864e-144	1.5497369337217022	0.125	0.038	6.261893740020952e-140	C6_CD14 Monocytes_LYZ
SOD2	3.85138069814263e-133	0.6583847425054781	0.72	0.67	8.945216809506073e-129	C6_CD14 Monocytes_LYZ
FAM118A	4.1581977229298476e-132	-0.2703975732277453	0.162	0.259	9.657830031276865e-128	C6_CD14 Monocytes_LYZ
NCF1	5.915904178554465e-131	0.37232323146973556	0.89	0.874	1.37402790451106e-126	C6_CD14 Monocytes_LYZ
CCL3	2.0511982274036457e-126	1.391091118008871	0.331	0.225	4.7641130029677075e-122	C6_CD14 Monocytes_LYZ
FPR1	3.1026342164369634e-124	0.3854693478034128	0.639	0.545	7.206178231096492e-120	C6_CD14 Monocytes_LYZ
S100A8	4.366483894913563e-122	0.6295865505509912	0.985	0.985	1.0141595494326242e-117	C6_CD14 Monocytes_LYZ
ZFP36	6.929121531587424e-122	0.3788626122034229	0.889	0.888	1.609357766926495e-117	C6_CD14 Monocytes_LYZ
IFNGR2	3.617264994157667e-121	0.37853406616829344	0.705	0.646	8.401459675430598e-117	C6_CD14 Monocytes_LYZ
DUSP2	1.6474427632059422e-119	0.47851499164282585	0.207	0.109	3.826350561822121e-115	C6_CD14 Monocytes_LYZ
CD4	6.633369470307195e-115	-0.25960039161542037	0.497	0.599	1.540666393173549e-110	C6_CD14 Monocytes_LYZ
CLU	1.698423812439059e-111	0.4109731504207069	0.133	0.054	3.9447591467709584e-107	C6_CD14 Monocytes_LYZ
CDKN1A	8.873530311467799e-111	0.40033024167863585	0.397	0.288	2.0609661501415111e-106	C6_CD14 Monocytes_LYZ
WDR74	3.2510755945254697e-109	-0.349794329848256	0.489	0.589	7.550948175844856e-105	C6_CD14 Monocytes_LYZ
MT1E	3.1035840740858602e-108	1.5388872196945453	0.204	0.115	7.208384370471819e-104	C6_CD14 Monocytes_LYZ
RPS4Y1	6.375906289612407e-107	0.2956705775968176	0.412	0.28	1.4808679948253776e-102	C6_CD14 Monocytes_LYZ
