gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
MT-ND5	8.244702498250268e-282	-0.7972475566056225	0.421	0.759	2.489405472321686e-277	C7_L4 excitatory neuron_CASC15
MT-ND4L	2.7188549886154756e-196	-0.7678232931324844	0.282	0.574	8.209310752625566e-192	C7_L4 excitatory neuron_CASC15
MT-ND4	3.3501046231238236e-193	-0.8016621645783468	0.621	0.887	1.0115305899060073e-188	C7_L4 excitatory neuron_CASC15
MT-ND2	4.866617329839162e-184	-0.8817613891057352	0.543	0.824	1.4694264365716364e-179	C7_L4 excitatory neuron_CASC15
MT-ATP6	4.563754210711841e-180	-0.8674770249462824	0.524	0.841	1.3779799463823333e-175	C7_L4 excitatory neuron_CASC15
MT-ND3	2.889988003577188e-172	-0.8180830494981577	0.48	0.794	8.726029778000962e-168	C7_L4 excitatory neuron_CASC15
MT-ND1	2.910687883279509e-137	-0.7844229967918457	0.536	0.799	8.78853099477415e-133	C7_L4 excitatory neuron_CASC15
MT-CO3	1.17994487099834e-132	-0.35039501575041765	0.676	0.923	3.5627255434923877e-128	C7_L4 excitatory neuron_CASC15
MT-CO1	2.112024173074565e-127	-0.4791404619886226	0.725	0.927	6.377045788181342e-123	C7_L4 excitatory neuron_CASC15
MT-CO2	1.5371612769197048e-114	-0.41495779397019206	0.647	0.903	4.6413047595313563e-110	C7_L4 excitatory neuron_CASC15
HDAC9	1.0437730980345404e-112	-0.6600399204425345	0.765	0.883	3.151568492205491e-108	C7_L4 excitatory neuron_CASC15
MT-CYB	7.893786892711842e-108	-0.6436016671563118	0.526	0.771	2.383450014385414e-103	C7_L4 excitatory neuron_CASC15
PHACTR2	1.578250487182806e-100	-0.8608188198050752	0.334	0.52	4.765369520999765e-96	C7_L4 excitatory neuron_CASC15
PDE1A	2.672590625653116e-100	0.7107967299509617	0.563	0.379	8.069620135097018e-96	C7_L4 excitatory neuron_CASC15
KCNH1	9.454805364716768e-83	0.5379467331181678	0.73	0.611	2.854783931822581e-78	C7_L4 excitatory neuron_CASC15
