gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
ISG15	0	1.591063140803828	0.473	0.198	0	C1_CD14 Monocytes_S100A12
RPL22	0	-0.4029031813765416	0.957	0.947	0	C1_CD14 Monocytes_S100A12
RPL11	0	-0.4788861804844995	0.985	0.989	0	C1_CD14 Monocytes_S100A12
SH3BGRL3	0	0.29959691883827055	0.984	0.97	0	C1_CD14 Monocytes_S100A12
IFI6	0	2.0307177097048816	0.552	0.218	0	C1_CD14 Monocytes_S100A12
RPS8	0	-0.7282705085728844	0.98	0.989	0	C1_CD14 Monocytes_S100A12
JUN	0	-1.5154195924364677	0.294	0.617	0	C1_CD14 Monocytes_S100A12
IFI44L	0	1.3708897070846127	0.356	0.056	0	C1_CD14 Monocytes_S100A12
IFI44	0	0.6542866117657449	0.322	0.082	0	C1_CD14 Monocytes_S100A12
RPL5	0	-0.6252817549041829	0.909	0.937	0	C1_CD14 Monocytes_S100A12
CD53	0	0.4284667230439323	0.645	0.42	0	C1_CD14 Monocytes_S100A12
FCGR1A	0	0.6897490457221414	0.533	0.238	0	C1_CD14 Monocytes_S100A12
MCL1	0	0.533762804773362	0.804	0.597	0	C1_CD14 Monocytes_S100A12
S100A10	0	0.4591972118398937	0.959	0.908	0	C1_CD14 Monocytes_S100A12
S100A11	0	0.41821127121587587	0.966	0.923	0	C1_CD14 Monocytes_S100A12
S100A9	0	1.2731940159186186	0.971	0.944	0	C1_CD14 Monocytes_S100A12
S100A12	0	1.1678295117963509	0.86	0.733	0	C1_CD14 Monocytes_S100A12
S100A8	0	1.3744429116811716	0.971	0.941	0	C1_CD14 Monocytes_S100A12
S100A6	0	0.33002624395893676	0.989	0.982	0	C1_CD14 Monocytes_S100A12
S100A4	0	0.28918020123616994	0.985	0.977	0	C1_CD14 Monocytes_S100A12
RPS27	0	-0.40776526367495425	0.968	0.966	0	C1_CD14 Monocytes_S100A12
MNDA	0	0.6328941902846874	0.858	0.669	0	C1_CD14 Monocytes_S100A12
GLUL	0	0.6143208307876404	0.625	0.377	0	C1_CD14 Monocytes_S100A12
CD55	0	0.5916453077410344	0.583	0.318	0	C1_CD14 Monocytes_S100A12
RPS7	0	-0.4564814293162591	0.972	0.978	0	C1_CD14 Monocytes_S100A12
ZFP36L2	0	-0.6782161697132301	0.678	0.759	0	C1_CD14 Monocytes_S100A12
RPS27A	0	-0.5393824570194345	0.976	0.982	0	C1_CD14 Monocytes_S100A12
RNF149	0	0.4474197685887693	0.637	0.402	0	C1_CD14 Monocytes_S100A12
GCA	0	0.5108909882151353	0.625	0.386	0	C1_CD14 Monocytes_S100A12
EEF1B2	0	-0.6884486339013138	0.806	0.849	0	C1_CD14 Monocytes_S100A12
SLC11A1	0	0.536085808664962	0.654	0.432	0	C1_CD14 Monocytes_S100A12
RPL32	0	-0.48959845482391984	0.981	0.988	0	C1_CD14 Monocytes_S100A12
RPL15	0	-0.48387913927125936	0.939	0.949	0	C1_CD14 Monocytes_S100A12
RPSA	0	-0.5202488538979164	0.844	0.85	0	C1_CD14 Monocytes_S100A12
RPL14	0	-0.47118748087839535	0.95	0.956	0	C1_CD14 Monocytes_S100A12
CCR1	0	0.692305024188828	0.418	0.144	0	C1_CD14 Monocytes_S100A12
RPL29	0	-0.42957459179150614	0.966	0.974	0	C1_CD14 Monocytes_S100A12
STAB1	0	0.5771213446730094	0.45	0.211	0	C1_CD14 Monocytes_S100A12
RPL24	0	-0.3994043568940082	0.944	0.931	0	C1_CD14 Monocytes_S100A12
PLSCR1	0	0.7248967015112432	0.502	0.217	0	C1_CD14 Monocytes_S100A12
